Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR18856093_1	(1, 0.0017871346930739135)	(2, 2.04243964922733e-05)	(3, 2.04243964922733e-05)	(4, 0.0)	(5, 0.000204243964922733)	(6, 0.01145808643216532)	(7, 0.001633951719381864)	(8, 0.0003370025421225094)	(9, 0.0006331562912604722)	(10, 0.0003165781456302361)	(11, 5.106099123068325e-05)	(12, 0.0003880635333531926)	(13, 0.0009293100403984351)	(14, 0.00046976111932228585)	(15, 0.0006433684895066089)	(16, 0.0008578246526754785)	(17, 0.0008476124544293418)	(18, 0.0005310343087991058)	(19, 7.148538772295653e-05)	(20, 0.000816975859690932)	(21, 0.000377851335107056)	(22, 0.0003370025421225094)	(23, 0.00011233418070750313)	(24, 0.00018381956843045968)	(25, 9.190978421522984e-05)	(26, 0.0005514587052913791)	(27, 5.106099123068325e-05)	(28, 7.148538772295653e-05)	(29, 9.190978421522984e-05)	(30, 0.00015318297369204973)	(31, 0.0004901855158145591)	(32, 0.0012969491772593545)	(33, 1.021219824613665e-05)	(34, 0.000520822110552969)	(35, 0.0003982757315993293)	(36, 4.08487929845466e-05)	(37, 0.00029615374913796277)	(38, 0.0003370025421225094)	(39, 0.0001633951719381864)	(40, 0.00027572935264568956)	(41, 0.00036763913686091936)	(42, 0.000377851335107056)	(43, 0.00022466836141500626)	(44, 0.0005718831017836523)	(45, 0.0005923074982759255)	(46, 0.000786339264952522)	(47, 0.0007046416789834287)	(48, 0.00045954892107614916)	(49, 0.0027470813282107587)	(50, 0.0010620686175982115)	(51, 0.0008374002561832052)	(52, 0.0006331562912604722)	(53, 0.0008986734456600251)	(54, 0.0013071613755054911)	(55, 0.0017667102965816404)	(56, 0.0013275857719977644)	(57, 0.0008476124544293418)	(58, 0.00029615374913796277)	(59, 0.0001633951719381864)	(60, 0.0025122007685496155)	(61, 0.0003267903438763728)	(62, 0.0005106099123068325)	(63, 0.0006025196965220623)	(64, 0.0006637928859988822)	(65, 0.0002655171543995529)	(66, 0.0005310343087991058)	(67, 0.000377851335107056)	(68, 0.0006842172824911555)	(69, 0.0021343494334425594)	(70, 0.0009497344368907084)	(71, 0.0004187001280916026)	(72, 0.00025530495615341624)	(73, 0.00029615374913796277)	(74, 0.000816975859690932)
SRR18856094_1	(1, 0.0017444080592015755)	(2, 0.0)	(3, 0.0)	(4, 3.634183456669948e-05)	(5, 0.00030890559381694565)	(6, 0.011166028670618416)	(7, 0.002080570028943546)	(8, 0.00032707651110029537)	(9, 0.0008176912777507384)	(10, 0.0002998201351752708)	(11, 6.35982104917241e-05)	(12, 0.0004724438493670933)	(13, 0.000844947653675763)	(14, 0.0004724438493670933)	(15, 0.0008176912777507384)	(16, 0.0007904349018257138)	(17, 0.0008358621950340882)	(18, 0.000490614766650443)	(19, 9.085458641674872e-05)	(20, 0.0008267767363924134)	(21, 0.0003179910524586205)	(22, 0.0003634183456669949)	(23, 0.00015445279690847282)	(24, 0.00013628187962512307)	(25, 0.0001271964209834482)	(26, 0.0005178711425754678)	(27, 7.268366913339897e-05)	(28, 0.00010902550370009847)	(29, 0.0001271964209834482)	(30, 0.00010902550370009847)	(31, 0.00032707651110029537)	(32, 0.0014536733826679795)	(33, 1.817091728334974e-05)	(34, 0.0008086058191090636)	(35, 0.000490614766650443)	(36, 9.99400450584236e-05)	(37, 0.0003179910524586205)	(38, 0.0003997601802336944)	(39, 0.00014536733826679793)	(40, 0.0003634183456669949)	(41, 0.00042701655615871896)	(42, 0.0004451874734420687)	(43, 0.00032707651110029537)	(44, 0.000563298435783842)	(45, 0.0005996402703505416)	(46, 0.0008631185709591128)	(47, 0.0007268366913339897)	(48, 0.0005451275185004923)	(49, 0.0028074067202775352)	(50, 0.0011538532474927087)	(51, 0.000844947653675763)	(52, 0.0005996402703505416)	(53, 0.0009358022400925119)	(54, 0.0013809897135345806)	(55, 0.0018080062696932996)	(56, 0.0014445879240263047)	(57, 0.0009630586160175364)	(58, 0.00042701655615871896)	(59, 0.0002634783006085713)	(60, 0.002562099336952314)	(61, 0.00023622192468354664)	(62, 0.00046335839072541847)	(63, 0.0004361020148003939)	(64, 0.0008540331123174379)	(65, 0.00027256375925024614)	(66, 0.0004815293080087682)	(67, 0.0003997601802336944)	(68, 0.0007631785259006893)	(69, 0.0019352026906767478)	(70, 0.00104482774379261)	(71, 0.00037250380430866974)	(72, 0.00023622192468354664)	(73, 0.00039067472159201946)	(74, 0.0007631785259006893)
SRR18856095_1	(1, 0.0016360762895999516)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.00023372518422856454)	(6, 0.01073011073049319)	(7, 0.0014873420814545016)	(8, 0.00040370713639479325)	(9, 0.0006586800646441364)	(10, 0.00040370713639479325)	(11, 6.374323206233578e-05)	(12, 0.0004886981124779077)	(13, 0.0007224232967064721)	(14, 0.0006586800646441364)	(15, 0.0007224232967064721)	(16, 0.0009349007369142581)	(17, 0.0007436710407272508)	(18, 0.00038245939237401466)	(19, 8.499097608311437e-05)	(20, 0.0008286620168103652)	(21, 0.00038245939237401466)	(22, 0.0004886981124779077)	(23, 0.00014873420814545015)	(24, 0.00014873420814545015)	(25, 0.00010623872010389297)	(26, 0.0004249548804155719)	(27, 0.00010623872010389297)	(28, 6.374323206233578e-05)	(29, 0.00016998195216622874)	(30, 6.374323206233578e-05)	(31, 0.0003399639043324575)	(32, 0.0010836349450597084)	(33, 4.2495488041557185e-05)	(34, 0.000679927808664915)	(35, 0.000679927808664915)	(36, 0.00010623872010389297)	(37, 0.0002974684162909003)	(38, 0.0004886981124779077)	(39, 0.0002549729282493431)	(40, 0.0003399639043324575)	(41, 0.0004462026244363505)	(42, 0.00046745036845712907)	(43, 0.00031871616031167895)	(44, 0.0005099458564986862)	(45, 0.0005099458564986862)	(46, 0.0006374323206233579)	(47, 0.0006586800646441364)	(48, 0.0005949368325818006)	(49, 0.002783454466721996)	(50, 0.0009986439689765939)	(51, 0.0008711575048519224)	(52, 0.0007011755526856936)	(53, 0.0008286620168103652)	(54, 0.0010836349450597084)	(55, 0.0014235988493921659)	(56, 0.0012323691532051585)	(57, 0.0009773962249558154)	(58, 0.0004462026244363505)	(59, 0.00038245939237401466)	(60, 0.0024434905623895386)	(61, 0.00036121164835323607)	(62, 0.00046745036845712907)	(63, 0.0006161845766025792)	(64, 0.0007224232967064721)	(65, 0.00040370713639479325)	(66, 0.0005099458564986862)	(67, 0.0004886981124779077)	(68, 0.000786166528768808)	(69, 0.0023372518422856456)	(70, 0.0011048826890804869)	(71, 0.00036121164835323607)	(72, 0.0002974684162909003)	(73, 0.00040370713639479325)	(74, 0.0007011755526856936)
SRR18856096_1	(1, 0.0019464787055229616)	(2, 0.0)	(3, 3.816624912790121e-05)	(4, 3.816624912790121e-05)	(5, 0.00019083124563950603)	(6, 0.011259043492730858)	(7, 0.0019464787055229616)	(8, 0.00038166249127901205)	(9, 0.0009159899790696291)	(10, 0.0002671637438953085)	(11, 7.633249825580242e-05)	(12, 0.00038166249127901205)	(13, 0.0011449874738370363)	(14, 0.00041982874040691326)	(15, 0.0012213199720928387)	(16, 0.0008014912316859253)	(17, 0.000725158733430123)	(18, 0.00034349624215111084)	(19, 0.0)	(20, 0.0006869924843022217)	(21, 0.0002671637438953085)	(22, 0.00041982874040691326)	(23, 0.00011449874738370363)	(24, 0.00034349624215111084)	(25, 0.00011449874738370363)	(26, 0.0005724937369185182)	(27, 0.0)	(28, 0.00011449874738370363)	(29, 7.633249825580242e-05)	(30, 0.00019083124563950603)	(31, 0.00022899749476740726)	(32, 0.0014121512177323447)	(33, 0.0)	(34, 0.0006106599860464194)	(35, 0.0006488262351743205)	(36, 7.633249825580242e-05)	(37, 0.00022899749476740726)	(38, 0.0004961612386627156)	(39, 0.00015266499651160484)	(40, 0.00015266499651160484)	(41, 0.00045799498953481453)	(42, 0.0003053299930232097)	(43, 0.00019083124563950603)	(44, 0.00038166249127901205)	(45, 0.00041982874040691326)	(46, 0.0005724937369185182)	(47, 0.00034349624215111084)	(48, 0.00034349624215111084)	(49, 0.003129632428487899)	(50, 0.0007633249825580241)	(51, 0.0006869924843022217)	(52, 0.0004961612386627156)	(53, 0.0006106599860464194)	(54, 0.0009923224773254313)	(55, 0.0015648162142439495)	(56, 0.0013358187194765423)	(57, 0.0006488262351743205)	(58, 0.00038166249127901205)	(59, 0.0002671637438953085)	(60, 0.003129632428487899)	(61, 0.00034349624215111084)	(62, 0.0008014912316859253)	(63, 0.00041982874040691326)	(64, 0.000725158733430123)	(65, 0.00038166249127901205)	(66, 0.0006488262351743205)	(67, 0.0004961612386627156)	(68, 0.0009159899790696291)	(69, 0.0028243024354646894)	(70, 0.0010304887264533326)	(71, 0.00034349624215111084)	(72, 0.0002671637438953085)	(73, 0.00045799498953481453)	(74, 0.0009159899790696291)
SRR18856097_1	(1, 0.0016504245474438808)	(2, 0.0)	(3, 0.0)	(4, 1.3869113844066226e-05)	(5, 0.0002219058215050596)	(6, 0.011428149807510569)	(7, 0.0017475083443523444)	(8, 0.00024964404919319204)	(9, 0.0006379792368270464)	(10, 0.0003467278461016556)	(11, 0.00013869113844066223)	(12, 0.0003883351876338543)	(13, 0.000804408602955841)	(14, 0.0005547645537626489)	(15, 0.0007350630337355099)	(16, 0.0007350630337355099)	(17, 0.0007766703752677086)	(18, 0.0006934556922033112)	(19, 0.00012482202459659602)	(20, 0.0007350630337355099)	(21, 0.0005131572122304503)	(22, 0.0002635131630372583)	(23, 0.00012482202459659602)	(24, 0.0002357749353491258)	(25, 0.0002219058215050596)	(26, 0.00042994252916605293)	(27, 0.00015256025228472847)	(28, 8.321468306439736e-05)	(29, 2.773822768813245e-05)	(30, 0.00015256025228472847)	(31, 0.0002912513907253907)	(32, 0.0010956599936812318)	(33, 0.0)	(34, 0.0006657174645151788)	(35, 0.0004022043014779205)	(36, 8.321468306439736e-05)	(37, 0.00024964404919319204)	(38, 0.00041607341532198675)	(39, 0.00019416759381692716)	(40, 0.00020803670766099337)	(41, 0.00037446607378978803)	(42, 0.00042994252916605293)	(43, 0.0003467278461016556)	(44, 0.0005963718952948476)	(45, 0.0005963718952948476)	(46, 0.0008182777167999073)	(47, 0.000679586578359245)	(48, 0.0005131572122304503)	(49, 0.0024964404919319205)	(50, 0.0010679217659930993)	(51, 0.0008737541721761722)	(52, 0.0005686336676067152)	(53, 0.0007350630337355099)	(54, 0.001303696701342225)	(55, 0.0019278068243252053)	(56, 0.0014562569536269536)	(57, 0.0008876232860202385)	(58, 0.0004438116430101192)	(59, 0.0002635131630372583)	(60, 0.0023854875811793906)	(61, 0.0004022043014779205)	(62, 0.0005131572122304503)	(63, 0.0003467278461016556)	(64, 0.0007350630337355099)	(65, 0.0002357749353491258)	(66, 0.0004438116430101192)	(67, 0.00027738227688132446)	(68, 0.0005547645537626489)	(69, 0.0019000685966370726)	(70, 0.0009985761967727682)	(71, 0.0004022043014779205)	(72, 0.00012482202459659602)	(73, 0.00041607341532198675)	(74, 0.0007350630337355099)
SRR18856098_1	(1, 0.001407140298923504)	(2, 0.0)	(3, 1.675167022527981e-05)	(4, 0.0)	(5, 0.00018426837247807794)	(6, 0.009983995454266767)	(7, 0.0018091803843302196)	(8, 0.0004857984365331146)	(9, 0.0005528051174342337)	(10, 0.0003182817342803164)	(11, 6.700668090111924e-05)	(12, 0.0003350334045055962)	(13, 0.000703570149461752)	(14, 0.0005193017769836742)	(15, 0.0007370734899123118)	(16, 0.0007203218196870319)	(17, 0.0010888585646431877)	(18, 0.0006868184792364723)	(19, 0.00010051002135167887)	(20, 0.0006365634685606328)	(21, 0.0004187917556319953)	(22, 0.0003350334045055962)	(23, 0.00011726169157695869)	(24, 0.00018426837247807794)	(25, 0.0001507650320275183)	(26, 0.0003852884151814357)	(27, 0.00010051002135167887)	(28, 6.700668090111924e-05)	(29, 6.700668090111924e-05)	(30, 0.00020102004270335775)	(31, 0.0004187917556319953)	(32, 0.0010888585646431877)	(33, 0.0)	(34, 0.0005360534472089539)	(35, 0.0004020400854067155)	(36, 5.0255010675839437e-05)	(37, 0.000351785074730876)	(38, 0.0004355434258572751)	(39, 0.0001675167022527981)	(40, 0.000351785074730876)	(41, 0.0003350334045055962)	(42, 0.0005193017769836742)	(43, 0.0003852884151814357)	(44, 0.0005695567876595136)	(45, 0.00046904676630783477)	(46, 0.0008208318410387107)	(47, 0.0008208318410387107)	(48, 0.0005695567876595136)	(49, 0.0023452338315391734)	(50, 0.0010051002135167888)	(51, 0.0007370734899123118)	(52, 0.0006533151387859127)	(53, 0.0008543351814892703)	(54, 0.001256375266895986)	(55, 0.0016584153523027012)	(56, 0.0013568852882476648)	(57, 0.00088783852193983)	(58, 0.0003852884151814357)	(59, 0.0003350334045055962)	(60, 0.002445743852890853)	(61, 0.0003350334045055962)	(62, 0.0004187917556319953)	(63, 0.0004020400854067155)	(64, 0.000619811798335353)	(65, 0.00026802672360447694)	(66, 0.0004857984365331146)	(67, 0.0003182817342803164)	(68, 0.0006030601281100732)	(69, 0.0019096904056818986)	(70, 0.0011726169157695867)	(71, 0.0004187917556319953)	(72, 0.00023452338315391738)	(73, 0.0004020400854067155)	(74, 0.000804080170813431)
SRR18856099_1	(1, 0.0019607486536192577)	(2, 0.0)	(3, 2.8416647153902285e-05)	(4, 2.8416647153902285e-05)	(5, 0.00017049988292341372)	(6, 0.011252992272945305)	(7, 0.0019607486536192577)	(8, 0.0005114996487702412)	(9, 0.0007388328260014595)	(10, 0.00028416647153902286)	(11, 2.8416647153902285e-05)	(12, 0.000596749590231948)	(13, 0.00099458265038658)	(14, 0.00039783306015463203)	(15, 0.001079832591848287)	(16, 0.0009377493560787755)	(17, 0.000880916061770971)	(18, 0.0005114996487702412)	(19, 8.524994146170686e-05)	(20, 0.0007956661203092641)	(21, 0.0005399162959241435)	(22, 0.0002557498243851206)	(23, 0.00014208323576951143)	(24, 0.00014208323576951143)	(25, 0.00019891653007731602)	(26, 0.0005399162959241435)	(27, 8.524994146170686e-05)	(28, 5.683329430780457e-05)	(29, 0.00014208323576951143)	(30, 0.00022733317723121828)	(31, 0.0004262497073085343)	(32, 0.0017049988292341372)	(33, 5.683329430780457e-05)	(34, 0.0007388328260014595)	(35, 0.000596749590231948)	(36, 0.00014208323576951143)	(37, 0.0005114996487702412)	(38, 0.000596749590231948)	(39, 0.00028416647153902286)	(40, 0.0004262497073085343)	(41, 0.0005399162959241435)	(42, 0.0006819995316936549)	(43, 0.0004262497073085343)	(44, 0.0006819995316936549)	(45, 0.000880916061770971)	(46, 0.00099458265038658)	(47, 0.0009093327089248731)	(48, 0.0007104161788475572)	(49, 0.0032963310698526658)	(50, 0.0013071657690795053)	(51, 0.0011366658861560915)	(52, 0.0007956661203092641)	(53, 0.001079832591848287)	(54, 0.0016765821820802348)	(55, 0.0023301650666199877)	(56, 0.0017902487706958443)	(57, 0.0011366658861560915)	(58, 0.000596749590231948)	(59, 0.00036941641300072977)	(60, 0.0026143315381590105)	(61, 0.00031258311869292513)	(62, 0.0005683329430780457)	(63, 0.0005683329430780457)	(64, 0.0009377493560787755)	(65, 0.0004262497073085343)	(66, 0.00045466635446243656)	(67, 0.0004262497073085343)	(68, 0.0007956661203092641)	(69, 0.002159665183696574)	(70, 0.0011366658861560915)	(71, 0.00031258311869292513)	(72, 0.00034099976584682745)	(73, 0.00036941641300072977)	(74, 0.0009093327089248731)
SRR18856100_1	(1, 0.0014988823958136215)	(2, 1.5613358289725225e-05)	(3, 1.5613358289725225e-05)	(4, 0.0)	(5, 0.00018736029947670268)	(6, 0.01183492558361172)	(7, 0.0016706293370005992)	(8, 0.00031226716579450445)	(9, 0.0007026011230376351)	(10, 0.0003591072406636801)	(11, 0.0)	(12, 0.000281040449215054)	(13, 0.0008275079893554369)	(14, 0.0006713744064581846)	(15, 0.0007650545561965359)	(16, 0.0006401476898787342)	(17, 0.0010148682888321396)	(18, 0.0005152408235609324)	(19, 0.00010929350802807657)	(20, 0.0007650545561965359)	(21, 0.0003278805240842297)	(22, 0.0003903339572431306)	(23, 0.00010929350802807657)	(24, 0.0001249068663178018)	(25, 0.0001249068663178018)	(26, 0.00042156067382258103)	(27, 9.368014973835134e-05)	(28, 4.684007486917567e-05)	(29, 0.00010929350802807657)	(30, 9.368014973835134e-05)	(31, 0.0003591072406636801)	(32, 0.001108548438570491)	(33, 0.0)	(34, 0.0006089209732992837)	(35, 0.0006401476898787342)	(36, 0.0001249068663178018)	(37, 0.0005152408235609324)	(38, 0.0004371740321123063)	(39, 0.00021858701605615314)	(40, 0.0005933076150095585)	(41, 0.0005152408235609324)	(42, 0.0007026011230376351)	(43, 0.0004684007486917567)	(44, 0.0007338278396170854)	(45, 0.0006401476898787342)	(46, 0.0009524148556732387)	(47, 0.0008587347059348873)	(48, 0.0007650545561965359)	(49, 0.0033724853905806483)	(50, 0.0012178419465985674)	(51, 0.0009368014973835134)	(52, 0.0007962812727759863)	(53, 0.0010773217219910403)	(54, 0.0014832690375238963)	(55, 0.0019048297113464774)	(56, 0.0014832690375238963)	(57, 0.0011553885134396665)	(58, 0.0005152408235609324)	(59, 0.00034349388237395493)	(60, 0.002904084641888892)	(61, 0.00029665380750477926)	(62, 0.00048401410698148195)	(63, 0.00048401410698148195)	(64, 0.0006713744064581846)	(65, 0.0003278805240842297)	(66, 0.0006089209732992837)	(67, 0.0003591072406636801)	(68, 0.0006713744064581846)	(69, 0.0021390300856923557)	(70, 0.0012022285883088422)	(71, 0.000281040449215054)	(72, 0.0002498137326356036)	(73, 0.00031226716579450445)	(74, 0.0007338278396170854)
SRR18856101_1	(1, 0.0015405201390576177)	(2, 0.0)	(3, 1.8017779404182667e-05)	(4, 0.0)	(5, 0.00023423113225437466)	(6, 0.010783640973403326)	(7, 0.00189186683743918)	(8, 0.000378373367487836)	(9, 0.0006216133894443019)	(10, 0.0003333289189773793)	(11, 6.306222791463934e-05)	(12, 0.000459453374806658)	(13, 0.0006756667276568499)	(14, 0.000513506713019206)	(15, 0.0008558445216986765)	(16, 0.0008558445216986765)	(17, 0.00094593341871959)	(18, 0.000486480043912932)	(19, 9.909778672300466e-05)	(20, 0.0008468356319965852)	(21, 0.0004414355954024753)	(22, 0.000378373367487836)	(23, 0.00013513334553137)	(24, 0.00011711556612718733)	(25, 0.00010810667642509599)	(26, 0.0004234178159982926)	(27, 6.306222791463934e-05)	(28, 9.008889702091333e-05)	(29, 0.00011711556612718733)	(30, 0.00013513334553137)	(31, 0.0002792755807648313)	(32, 0.0011711556612718733)	(33, 0.0)	(34, 0.0004684622645087493)	(35, 0.0003063022498711053)	(36, 2.7026669106273997e-05)	(37, 0.0003423378086794706)	(38, 0.00043242670570038395)	(39, 0.00015315112493555265)	(40, 0.00023423113225437466)	(41, 0.00039639114689201863)	(42, 0.0003693644777857447)	(43, 0.00022522224255228335)	(44, 0.000486480043912932)	(45, 0.000486480043912932)	(46, 0.0007927822937840373)	(47, 0.0006576489482526673)	(48, 0.00047747115421084064)	(49, 0.002603569123904395)	(50, 0.0008648534114007679)	(51, 0.0007297200658693979)	(52, 0.0006306222791463932)	(53, 0.0007927822937840373)	(54, 0.0011441289921655991)	(55, 0.001549529028759709)	(56, 0.0012432267788886038)	(57, 0.0007747645143798545)	(58, 0.000324320029275288)	(59, 0.00027026669106274)	(60, 0.002054026852076824)	(61, 0.0002792755807648313)	(62, 0.0004684622645087493)	(63, 0.000459453374806658)	(64, 0.0008017911834861286)	(65, 0.0003063022498711053)	(66, 0.00054053338212548)	(67, 0.0005044978233171147)	(68, 0.0007117022864652152)	(69, 0.0019369112859496367)	(70, 0.00094593341871959)	(71, 0.0003333289189773793)	(72, 0.0002792755807648313)	(73, 0.00035134669838156194)	(74, 0.0009098978599112247)
SRR18856102_1	(1, 0.0016658116305036665)	(2, 2.4142197543531402e-05)	(3, 0.0)	(4, 2.4142197543531402e-05)	(5, 0.00021727977789178258)	(6, 0.011177837462655037)	(7, 0.0017865226182213238)	(8, 0.00041041735824003377)	(9, 0.0009174035066541932)	(10, 0.0001689953828047198)	(11, 0.00012071098771765699)	(12, 0.0003379907656094396)	(13, 0.0005311283459576908)	(14, 0.00041041735824003377)	(15, 0.000724265926305942)	(16, 0.000844976914023599)	(17, 0.0007966925189365362)	(18, 0.00041041735824003377)	(19, 4.8284395087062804e-05)	(20, 0.0007725503213930049)	(21, 0.000362132963152971)	(22, 0.0003138485680659082)	(23, 0.0001448531852611884)	(24, 4.8284395087062804e-05)	(25, 0.0001448531852611884)	(26, 0.0003138485680659082)	(27, 4.8284395087062804e-05)	(28, 2.4142197543531402e-05)	(29, 0.0001689953828047198)	(30, 9.656879017412561e-05)	(31, 0.00038627516069650243)	(32, 0.0016658116305036665)	(33, 0.0)	(34, 0.0005311283459576908)	(35, 0.000603554938588285)	(36, 0.0)	(37, 0.00021727977789178258)	(38, 0.00043455955578356516)	(39, 0.00012071098771765699)	(40, 0.00048284395087062795)	(41, 0.0003138485680659082)	(42, 0.00048284395087062795)	(43, 0.0002655641729788454)	(44, 0.0006276971361318164)	(45, 0.000603554938588285)	(46, 0.0007966925189365362)	(47, 0.0006759815312188792)	(48, 0.0005794127410447536)	(49, 0.0030902012855720195)	(50, 0.001086398889458913)	(51, 0.0008691191115671303)	(52, 0.0007725503213930049)	(53, 0.0009898300992847873)	(54, 0.0013519630624377584)	(55, 0.001689953828047198)	(56, 0.0014726740501554154)	(57, 0.0008932613091106619)	(58, 0.000362132963152971)	(59, 0.00021727977789178258)	(60, 0.0024625041494402027)	(61, 0.0002655641729788454)	(62, 0.00038627516069650243)	(63, 0.00043455955578356516)	(64, 0.0006518393336753477)	(65, 0.00021727977789178258)	(66, 0.00041041735824003377)	(67, 0.0003379907656094396)	(68, 0.0005794127410447536)	(69, 0.0022693665690919516)	(70, 0.0011105410870024446)	(71, 0.0002655641729788454)	(72, 0.0002897063705223768)	(73, 0.0003379907656094396)	(74, 0.0007966925189365362)
SRR18856103_1	(1, 0.0018419079366523655)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0001289335555656656)	(6, 0.011511924604077284)	(7, 0.0013630118731227504)	(8, 0.00034996250796394943)	(9, 0.0007551822540274698)	(10, 0.0002762861904978548)	(11, 1.8419079366523656e-05)	(12, 0.00044205790479656773)	(13, 0.0007367631746609462)	(14, 0.00047889606352961503)	(15, 0.0010498875238918483)	(16, 0.0008472776508600882)	(17, 0.0007551822540274698)	(18, 0.0006078296190952806)	(19, 7.367631746609462e-05)	(20, 0.0006999250159278989)	(21, 0.0003683815873304731)	(22, 0.00023944803176480752)	(23, 3.683815873304731e-05)	(24, 0.00023944803176480752)	(25, 0.0002026098730317602)	(26, 0.0004604769841630914)	(27, 0.0001289335555656656)	(28, 3.683815873304731e-05)	(29, 9.209539683261827e-05)	(30, 0.00022102895239828387)	(31, 0.00034996250796394943)	(32, 0.0011972401588240375)	(33, 1.8419079366523656e-05)	(34, 0.0006446677778283279)	(35, 0.0005157342222626624)	(36, 9.209539683261827e-05)	(37, 0.0002578671111313312)	(38, 0.00038680066669699673)	(39, 0.00022102895239828387)	(40, 0.0004052197460635204)	(41, 0.00038680066669699673)	(42, 0.0005709914603622333)	(43, 0.0004052197460635204)	(44, 0.000589410539728757)	(45, 0.0006815059365613752)	(46, 0.0008472776508600882)	(47, 0.0007367631746609462)	(48, 0.0005709914603622333)	(49, 0.0027444428256120246)	(50, 0.0011051447619914191)	(51, 0.0009577921270592301)	(52, 0.0006815059365613752)	(53, 0.0009209539683261828)	(54, 0.0013814309524892742)	(55, 0.0018050697779193182)	(56, 0.0014366881905888453)	(57, 0.0009577921270592301)	(58, 0.0005157342222626624)	(59, 0.0004052197460635204)	(60, 0.0026339283494128825)	(61, 0.00044205790479656773)	(62, 0.0004052197460635204)	(63, 0.0004604769841630914)	(64, 0.0009025348889596591)	(65, 0.0004604769841630914)	(66, 0.000589410539728757)	(67, 0.0004973151428961387)	(68, 0.0006999250159278989)	(69, 0.0019340033334849839)	(70, 0.0010498875238918483)	(71, 0.00038680066669699673)	(72, 0.00023944803176480752)	(73, 0.0003683815873304731)	(74, 0.001013049365158801)
SRR18856104_1	(1, 0.0016559912729259918)	(2, 3.4499818185958156e-05)	(3, 1.7249909092979078e-05)	(4, 0.0)	(5, 0.000224248818208728)	(6, 0.010953692274041716)	(7, 0.0018284903638557824)	(8, 0.00039674790913851884)	(9, 0.0006899963637191632)	(10, 0.0003104983636736235)	(11, 5.1749727278937244e-05)	(12, 0.00041399781823149795)	(13, 0.0008797453637419332)	(14, 0.0003622480909525607)	(15, 0.000896995272834912)	(16, 0.0005692470000683097)	(17, 0.001086744272857682)	(18, 0.00041399781823149795)	(19, 8.62495454648954e-05)	(20, 0.0007762459091840586)	(21, 0.000431247727324477)	(22, 0.00029324845458064436)	(23, 0.00010349945455787449)	(24, 0.00020699890911574898)	(25, 6.899963637191631e-05)	(26, 0.0006727464546261841)	(27, 6.899963637191631e-05)	(28, 8.62495454648954e-05)	(29, 0.00013799927274383262)	(30, 0.00012074936365085356)	(31, 0.0003277482727666025)	(32, 0.001241993454694494)	(33, 0.0)	(34, 0.0006037468182542678)	(35, 0.00046574754551043513)	(36, 8.62495454648954e-05)	(37, 0.0003449981818595816)	(38, 0.0003104983636736235)	(39, 0.00012074936365085356)	(40, 0.00041399781823149795)	(41, 0.0003794980000455398)	(42, 0.000448497636417456)	(43, 0.0002587486363946862)	(44, 0.000638246636440226)	(45, 0.00048299745460341425)	(46, 0.0007934958182770377)	(47, 0.0006899963637191632)	(48, 0.00048299745460341425)	(49, 0.002863484909434527)	(50, 0.0008797453637419332)	(51, 0.0007244961819051214)	(52, 0.0005519970909753305)	(53, 0.000896995272834912)	(54, 0.001103994181950661)	(55, 0.0016732411820189707)	(56, 0.0014489923638102429)	(57, 0.000862495454648954)	(58, 0.0003794980000455398)	(59, 0.0003104983636736235)	(60, 0.00243223718211005)	(61, 0.0003104983636736235)	(62, 0.00041399781823149795)	(63, 0.0005174972727893724)	(64, 0.0010004947273927866)	(65, 0.000431247727324477)	(66, 0.0008797453637419332)	(67, 0.0006037468182542678)	(68, 0.0007762459091840586)	(69, 0.002207988363901322)	(70, 0.001052244454671724)	(71, 0.00041399781823149795)	(72, 0.0003104983636736235)	(73, 0.0003794980000455398)	(74, 0.0009487450001138493)
