Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR18856083_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 8.11706166588567e-06)	(10.0, 1.623412333177134e-05)	(11.0, 8.11706166588567e-06)	(12.0, 0.0)	(13.0, 1.623412333177134e-05)	(14.0, 2.435118499765701e-05)	(15.0, 1.623412333177134e-05)	(16.0, 4.058530832942835e-05)	(17.0, 0.00012987298665417072)	(18.0, 0.0002435118499765701)	(19.0, 0.0002922142199718841)	(20.0, 0.0003571507132989695)	(21.0, 0.000568194316611997)	(22.0, 0.0007954720432567957)	(23.0, 0.0008766426599156524)	(24.0, 0.0011445056948898795)	(25.0, 0.0016802317648383339)	(26.0, 0.002232191958118559)	(27.0, 0.002516289116424558)	(28.0, 0.002589342671417529)	(29.0, 0.0026461621030787284)	(30.0, 0.003011429878043584)	(31.0, 0.0033929317763402096)	(32.0, 0.0034091658996719815)	(33.0, 0.0033361123446790106)	(34.0, 0.0032387076046883822)	(35.0, 0.0032305905430224965)	(36.0, 0.0036202095029850088)	(37.0, 0.004253340312924092)	(38.0, 0.004496852162900661)	(39.0, 0.005836167337771796)	(40.0, 0.009902815232380516)	(41.0, 0.024464823860979413)	(42.0, 0.03629949976984072)	(43.0, 0.06554527295202678)	(44.0, 0.18027182253765484)	(45.0, 0.4289704749187259)	(46.0, 0.5921883508963549)	(47.0, 0.9344686072234218)	(48.0, 1.5448716444980244)	(49.0, 2.864080857622761)	(50.0, 3.9151672897999625)	(51.0, 4.781809729743244)	(52.0, 6.054313370042474)	(53.0, 6.815807393165872)	(54.0, 7.171440215933321)	(55.0, 8.541056382003207)	(56.0, 13.291493668407803)	(57.0, 11.680167640051172)	(58.0, 6.6880204913598345)	(59.0, 5.388836069364838)	(60.0, 3.6866395356586175)	(61.0, 3.141197342896098)	(62.0, 2.998767261844802)	(63.0, 3.0012673168378945)	(64.0, 2.296121935799075)	(65.0, 1.588476499767162)	(66.0, 1.1107224842364634)	(67.0, 0.5156201082020554)	(68.0, 0.25616634911368585)	(69.0, 0.11406095052902544)	(70.0, 0.1057490793831585)	(71.0, 0.062403970087329036)	(72.0, 0.017816950356619045)	(73.0, 0.008263168775871613)	(74.0, 0.006290722791061394)	(75.0, 0.002776035089732899)	(76.0, 0.0008279402899203383)	(77.0, 0.0004220872066260549)	(78.0, 0.0003490336516330838)	(79.0, 0.0002191606649789131)	(80.0, 0.00014610710998594204)	(81.0, 0.00012987298665417072)	(82.0, 0.00012175592498828505)	(83.0, 0.00012987298665417072)	(84.0, 8.928767832474238e-05)	(85.0, 3.246824666354268e-05)	(86.0, 5.681943166119969e-05)	(87.0, 6.493649332708536e-05)	(88.0, 4.870236999531402e-05)	(89.0, 5.681943166119969e-05)	(90.0, 6.493649332708536e-05)	(91.0, 0.00014610710998594204)	(92.0, 0.00022727772664479876)	(93.0, 0.0002840971583059985)	(94.0, 0.0004951407616190259)	(95.0, 0.000909110906579195)	(96.0, 0.0011688568798875363)	(97.0, 0.0011688568798875363)	(98.0, 0.002134787218127931)	(99.0, 0.006087796249414253)	(100.0, 0.00907487494246018)
SRR18856084_1	(0.0, 0.0)	(1.0, 1.19856967489277e-05)	(2.0, 1.19856967489277e-05)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.19856967489277e-05)	(8.0, 2.39713934978554e-05)	(9.0, 1.19856967489277e-05)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.19856967489277e-05)	(14.0, 3.59570902467831e-05)	(15.0, 4.79427869957108e-05)	(16.0, 5.9928483744638496e-05)	(17.0, 0.0001677997544849878)	(18.0, 0.0002636853284764094)	(19.0, 0.0002636853284764094)	(20.0, 0.0003835422959656864)	(21.0, 0.0006711990179399512)	(22.0, 0.0008989272561695774)	(23.0, 0.0009588557399142159)	(24.0, 0.0012704838553863362)	(25.0, 0.0017738831188412994)	(26.0, 0.002037568447317709)	(27.0, 0.0021094826278112754)	(28.0, 0.0024091250465344675)	(29.0, 0.0026488389815130216)	(30.0, 0.002792667342500154)	(31.0, 0.002996424187231925)	(32.0, 0.0029005386132405033)	(33.0, 0.003044366974227636)	(34.0, 0.003727551688916515)	(35.0, 0.0041710224686268395)	(36.0, 0.004830235789817863)	(37.0, 0.006232562309442404)	(38.0, 0.006975675507875922)	(39.0, 0.010691241500043507)	(40.0, 0.026200733093155952)	(41.0, 0.07515031861577667)	(42.0, 0.11230597853745254)	(43.0, 0.2127101602032199)	(44.0, 0.5187769123838376)	(45.0, 1.0743618994836324)	(46.0, 1.4242843160685765)	(47.0, 1.7554730886349468)	(48.0, 3.2058143094356915)	(49.0, 5.1158909004350575)	(50.0, 5.906815043200047)	(51.0, 6.274152677161184)	(52.0, 6.960669415546264)	(53.0, 8.773805691240302)	(54.0, 10.267762862510395)	(55.0, 13.747582185323322)	(56.0, 11.847777336437789)	(57.0, 4.939581301258331)	(58.0, 3.411009437777334)	(59.0, 2.9921932362795536)	(60.0, 2.2907543054420576)	(61.0, 1.9683270771991537)	(62.0, 1.9285225782959647)	(63.0, 1.861486576379212)	(64.0, 1.3331091208994834)	(65.0, 0.8717676673365072)	(66.0, 0.5947182869850435)	(67.0, 0.20333734534555842)	(68.0, 0.07767930062980043)	(69.0, 0.06635281720206375)	(70.0, 0.04483849153773852)	(71.0, 0.01558140577360601)	(72.0, 0.00572916304598744)	(73.0, 0.0036196804181761653)	(74.0, 0.0029604670969851418)	(75.0, 0.0013663694293777576)	(76.0, 0.0003475852057189033)	(77.0, 0.0002636853284764094)	(78.0, 0.0002277282382296263)	(79.0, 0.00017978545123391548)	(80.0, 0.00011985696748927699)	(81.0, 7.19141804935662e-05)	(82.0, 0.00011985696748927699)	(83.0, 9.58855739914216e-05)	(84.0, 5.9928483744638496e-05)	(85.0, 9.58855739914216e-05)	(86.0, 7.19141804935662e-05)	(87.0, 2.39713934978554e-05)	(88.0, 0.0)	(89.0, 1.19856967489277e-05)	(90.0, 4.79427869957108e-05)	(91.0, 0.00011985696748927699)	(92.0, 0.0001677997544849878)	(93.0, 0.00025169963172748166)	(94.0, 0.0005273706569528188)	(95.0, 0.0009348843464163606)	(96.0, 0.0011506268878970591)	(97.0, 0.001318426642382047)	(98.0, 0.0024091250465344675)	(99.0, 0.005932919890719212)	(100.0, 0.008533816085236522)
SRR18856085_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 1.2556171603188314e-05)	(7.0, 1.2556171603188314e-05)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 2.5112343206376628e-05)	(14.0, 5.0224686412753255e-05)	(15.0, 5.0224686412753255e-05)	(16.0, 3.766851480956494e-05)	(17.0, 8.78932012223182e-05)	(18.0, 0.0001883425740478247)	(19.0, 0.00022601108885738966)	(20.0, 0.00022601108885738966)	(21.0, 0.0003766851480956494)	(22.0, 0.0006152524085562273)	(23.0, 0.0007031456097785455)	(24.0, 0.0011677239590965132)	(25.0, 0.0017704201960495522)	(26.0, 0.002059212142922883)	(27.0, 0.002209886202161143)	(28.0, 0.0023354479181930264)	(29.0, 0.0026619083798759225)	(30.0, 0.002737245409495052)	(31.0, 0.002611683693463169)	(32.0, 0.0027874700959078054)	(33.0, 0.0028879194687333122)	(34.0, 0.0032018237588130197)	(35.0, 0.0035910650785118577)	(36.0, 0.003980306398210695)	(37.0, 0.005148030357307209)	(38.0, 0.005926512996704884)	(39.0, 0.0076467085063416824)	(40.0, 0.012606396289601066)	(41.0, 0.03466758979640293)	(42.0, 0.05348929102958221)	(43.0, 0.094547972172008)	(44.0, 0.2707236159363432)	(45.0, 0.5890853469351829)	(46.0, 0.7723301153121132)	(47.0, 1.1674100548064335)	(48.0, 1.978526184200795)	(49.0, 3.7633859775940137)	(50.0, 5.132209581087191)	(51.0, 5.729808012369335)	(52.0, 6.4922313082865335)	(53.0, 7.050993500800017)	(54.0, 7.444930828678446)	(55.0, 9.422628305553433)	(56.0, 15.509044147624918)	(57.0, 12.922698808456984)	(58.0, 6.2276351040925455)	(59.0, 4.660587219499835)	(60.0, 2.605619062578829)	(61.0, 1.8978025569638977)	(62.0, 1.6779063236772604)	(63.0, 1.5750084973891325)	(64.0, 1.0956766464374186)	(65.0, 0.719242621773833)	(66.0, 0.5175528373118191)	(67.0, 0.24066414111831042)	(68.0, 0.11404770667175945)	(69.0, 0.0626301839567033)	(70.0, 0.045880251038050095)	(71.0, 0.01921094255287812)	(72.0, 0.006818001180531255)	(73.0, 0.004344435374703156)	(74.0, 0.003164155244003455)	(75.0, 0.0013058418467315844)	(76.0, 0.0005148030357307208)	(77.0, 0.00040179749130202604)	(78.0, 0.0003766851480956494)	(79.0, 0.00021345491725420132)	(80.0, 0.00012556171603188314)	(81.0, 0.0001757864024446364)	(82.0, 0.00013811788763507145)	(83.0, 7.533702961912988e-05)	(84.0, 6.278085801594157e-05)	(85.0, 7.533702961912988e-05)	(86.0, 5.0224686412753255e-05)	(87.0, 5.0224686412753255e-05)	(88.0, 7.533702961912988e-05)	(89.0, 5.0224686412753255e-05)	(90.0, 3.766851480956494e-05)	(91.0, 0.00010044937282550651)	(92.0, 0.00015067405923825975)	(93.0, 0.00023856726046057793)	(94.0, 0.00046457834931796756)	(95.0, 0.0012681733319220196)	(96.0, 0.0019336504268910005)	(97.0, 0.0014941844207794093)	(98.0, 0.0018583133972718702)	(99.0, 0.00699378758297589)	(100.0, 0.011325666786075859)
SRR18856086_1	(0.0, 0.0)	(1.0, 5.2382280645925904e-06)	(2.0, 1.0476456129185181e-05)	(3.0, 5.2382280645925904e-06)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 5.2382280645925904e-06)	(8.0, 1.0476456129185181e-05)	(9.0, 5.2382280645925904e-06)	(10.0, 1.571468419377777e-05)	(11.0, 2.0952912258370362e-05)	(12.0, 1.0476456129185181e-05)	(13.0, 2.0952912258370362e-05)	(14.0, 5.762050871051849e-05)	(15.0, 8.381164903348145e-05)	(16.0, 9.952633322725922e-05)	(17.0, 0.0001676232980669629)	(18.0, 0.00026714963129422214)	(19.0, 0.0003142936838755554)	(20.0, 0.0004819169819425183)	(21.0, 0.0008904987709807404)	(22.0, 0.0014300362616337771)	(23.0, 0.0017286152613155549)	(24.0, 0.0018962385593825175)	(25.0, 0.002425299593906369)	(26.0, 0.003211033803595258)	(27.0, 0.0036353302768272573)	(28.0, 0.003755809522312887)	(29.0, 0.0037243801539253315)	(30.0, 0.004012482697477924)	(31.0, 0.004452493854903702)	(32.0, 0.0045415437320017755)	(33.0, 0.004468208539097479)	(34.0, 0.0047929786791022205)	(35.0, 0.005280133889109331)	(36.0, 0.006139203291702516)	(37.0, 0.00889974948174281)	(38.0, 0.010801226269189921)	(39.0, 0.01804045745445688)	(40.0, 0.042110115411259835)	(41.0, 0.112270942108413)	(42.0, 0.16560134203403015)	(43.0, 0.42900564026206855)	(44.0, 0.9727546662790378)	(45.0, 1.47724841117995)	(46.0, 1.7013974282919317)	(47.0, 2.5242235309062004)	(48.0, 4.634202748236354)	(49.0, 7.010022039844582)	(50.0, 8.098688216736925)	(51.0, 8.643563461787782)	(52.0, 9.631634706927688)	(53.0, 9.895232819594115)	(54.0, 9.715634932171495)	(55.0, 8.466883267397138)	(56.0, 6.040043634439778)	(57.0, 4.17486252925223)	(58.0, 3.4877693922476847)	(59.0, 3.104152998165311)	(60.0, 2.7106154001285985)	(61.0, 2.1989505210072586)	(62.0, 1.6972068458402576)	(63.0, 1.2971738450034507)	(64.0, 0.6575233395799203)	(65.0, 0.41790583499319683)	(66.0, 0.29990427138211956)	(67.0, 0.13759777480071816)	(68.0, 0.06080011314572619)	(69.0, 0.028307384461058356)	(70.0, 0.021476735064829618)	(71.0, 0.011429813636941032)	(72.0, 0.005573474660726516)	(73.0, 0.002933407716171851)	(74.0, 0.002147673506482962)	(75.0, 0.0009481192796912587)	(76.0, 0.00031953191194014803)	(77.0, 0.00010476456129185181)	(78.0, 9.952633322725922e-05)	(79.0, 7.333519290429626e-05)	(80.0, 4.714405258133332e-05)	(81.0, 4.1905824516740723e-05)	(82.0, 5.2382280645925906e-05)	(83.0, 4.714405258133332e-05)	(84.0, 2.6191140322962953e-05)	(85.0, 2.0952912258370362e-05)	(86.0, 2.6191140322962953e-05)	(87.0, 5.2382280645925906e-05)	(88.0, 7.333519290429626e-05)	(89.0, 7.857342096888885e-05)	(90.0, 7.857342096888885e-05)	(91.0, 0.00014667038580859252)	(92.0, 0.0002200055787128888)	(93.0, 0.00033000836806933317)	(94.0, 0.0006495402800094812)	(95.0, 0.0015400390509902216)	(96.0, 0.002221008699387258)	(97.0, 0.0018386180506719991)	(98.0, 0.0022367233835810358)	(99.0, 0.006395876466867553)	(100.0, 0.009774533568529774)
SRR18856087_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 5.459383957654834e-06)	(6.0, 5.459383957654834e-06)	(7.0, 5.459383957654834e-06)	(8.0, 1.0918767915309669e-05)	(9.0, 2.729691978827417e-05)	(10.0, 2.729691978827417e-05)	(11.0, 1.6378151872964503e-05)	(12.0, 2.1837535830619337e-05)	(13.0, 6.0053223534203174e-05)	(14.0, 0.00012556583102606118)	(15.0, 0.00015286275081433537)	(16.0, 0.00018561905456026436)	(17.0, 0.00037669749307818354)	(18.0, 0.0008898795850977379)	(19.0, 0.0012447395423453023)	(20.0, 0.0016214370354234856)	(21.0, 0.0029262298013029912)	(22.0, 0.005044470776873066)	(23.0, 0.006234616479641821)	(24.0, 0.007812378443404069)	(25.0, 0.011492003230863426)	(26.0, 0.016219829738192512)	(27.0, 0.018845793421824488)	(28.0, 0.019735673006922225)	(29.0, 0.021280678666938543)	(30.0, 0.021302516202769163)	(31.0, 0.020669227663681202)	(32.0, 0.02012328926791572)	(33.0, 0.01916243769136847)	(34.0, 0.019189734611156743)	(35.0, 0.019631944711726787)	(36.0, 0.019681079167345676)	(37.0, 0.022465364985749643)	(38.0, 0.025200516348534714)	(39.0, 0.03380450546579873)	(40.0, 0.0761147311376237)	(41.0, 0.19408655907858702)	(42.0, 0.27835215046498935)	(43.0, 0.3562793970765545)	(44.0, 0.6574353943326682)	(45.0, 2.728583723884013)	(46.0, 4.57650330279081)	(47.0, 5.840279716996454)	(48.0, 5.914975008305088)	(49.0, 5.05621937114994)	(50.0, 5.3865448568918035)	(51.0, 7.614241021428901)	(52.0, 10.856116025011623)	(53.0, 9.0918724240238)	(54.0, 6.313449983990356)	(55.0, 5.390983336049377)	(56.0, 4.816759871999284)	(57.0, 4.975098384923147)	(58.0, 4.785193713956123)	(59.0, 4.723983101022897)	(60.0, 3.693453407024098)	(61.0, 2.034548619499227)	(62.0, 1.3449629130399297)	(63.0, 1.1170500109597132)	(64.0, 0.6551479124544107)	(65.0, 0.4211587160293245)	(66.0, 0.3332680936950394)	(67.0, 0.20169694031555782)	(68.0, 0.09122630593241228)	(69.0, 0.02443620259446304)	(70.0, 0.02396123619014707)	(71.0, 0.019386272433632317)	(72.0, 0.014112507530537747)	(73.0, 0.012938739979641956)	(74.0, 0.01104433374633573)	(75.0, 0.005377493198290012)	(76.0, 0.0010645798717426927)	(77.0, 0.0005241008599348641)	(78.0, 0.00043675071661238674)	(79.0, 0.00026750981392508686)	(80.0, 0.00018015967060260954)	(81.0, 0.0001747002866449547)	(82.0, 0.00014194398289902569)	(83.0, 9.280952728013218e-05)	(84.0, 7.097199144951284e-05)	(85.0, 6.551260749185801e-05)	(86.0, 6.0053223534203174e-05)	(87.0, 5.459383957654834e-05)	(88.0, 5.459383957654834e-05)	(89.0, 6.551260749185801e-05)	(90.0, 0.00011464706311075152)	(91.0, 0.00019653782247557402)	(92.0, 0.0002402128941368127)	(93.0, 0.0003384818053745997)	(94.0, 0.0005350196278501737)	(95.0, 0.0008462045134364993)	(96.0, 0.0010591204877850378)	(97.0, 0.0014030616771172923)	(98.0, 0.002942607953175956)	(99.0, 0.00692249885830633)	(100.0, 0.009706784676710295)
SRR18856088_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 7.571278476240835e-06)	(7.0, 7.571278476240835e-06)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 7.571278476240835e-06)	(12.0, 1.514255695248167e-05)	(13.0, 4.542767085744502e-05)	(14.0, 4.542767085744502e-05)	(15.0, 1.514255695248167e-05)	(16.0, 3.785639238120418e-05)	(17.0, 0.0001287117340960942)	(18.0, 0.00019685324038226174)	(19.0, 0.00019685324038226174)	(20.0, 0.00036342136685956015)	(21.0, 0.0008631257462914554)	(22.0, 0.001476399302866963)	(23.0, 0.001756536606487874)	(24.0, 0.002135100530299916)	(25.0, 0.0032102220739261144)	(26.0, 0.0047017639337455595)	(27.0, 0.005496748173750847)	(28.0, 0.006564298438900804)	(29.0, 0.008865967095678018)	(30.0, 0.010471078132641077)	(31.0, 0.010842070777976878)	(32.0, 0.011833908258364426)	(33.0, 0.012681891447703401)	(34.0, 0.012068617891127892)	(35.0, 0.011599198625600961)	(36.0, 0.012129188118937819)	(37.0, 0.012734890397037086)	(38.0, 0.012810603181799494)	(39.0, 0.0130528840930392)	(40.0, 0.016588671141443672)	(41.0, 0.026393476768175553)	(42.0, 0.03290477625774267)	(43.0, 0.055028051965318396)	(44.0, 0.1258346482751227)	(45.0, 0.26731155788215893)	(46.0, 0.3601051468869666)	(47.0, 0.5231299150373844)	(48.0, 1.0131279154627388)	(49.0, 3.254150631645264)	(50.0, 5.168200115552852)	(51.0, 7.765050206283268)	(52.0, 8.656348679784816)	(53.0, 6.001805447065445)	(54.0, 5.052813831574942)	(55.0, 6.381694344610829)	(56.0, 7.645590574485139)	(57.0, 6.548050475290792)	(58.0, 5.515494659258019)	(59.0, 5.040896639253338)	(60.0, 5.178360771267967)	(61.0, 5.38580623023849)	(62.0, 4.981189537189704)	(63.0, 4.601043216176127)	(64.0, 3.289993063951788)	(65.0, 2.3590892327410247)	(66.0, 1.8409942178903405)	(67.0, 1.1832166864314893)	(68.0, 0.7196727330021202)	(69.0, 0.3958112961809184)	(70.0, 0.2622539438600301)	(71.0, 0.09302072735909492)	(72.0, 0.03708412197662762)	(73.0, 0.016823380774207135)	(74.0, 0.012356326473225045)	(75.0, 0.005171183199272491)	(76.0, 0.0018776770621077273)	(77.0, 0.0013022598979134238)	(78.0, 0.0010902641005786804)	(79.0, 0.0006132735565755077)	(80.0, 0.0003785639238120418)	(81.0, 0.0004088490377170051)	(82.0, 0.00032556497447835595)	(83.0, 0.00021199579733474343)	(84.0, 0.00013628301257233506)	(85.0, 9.085534171489004e-05)	(86.0, 9.085534171489004e-05)	(87.0, 0.00010599789866737171)	(88.0, 0.00012114045561985336)	(89.0, 9.842662019113087e-05)	(90.0, 7.571278476240836e-05)	(91.0, 7.571278476240836e-05)	(92.0, 7.571278476240836e-05)	(93.0, 0.00012114045561985336)	(94.0, 0.0002574234681921884)	(95.0, 0.0005148469363843768)	(96.0, 0.0006814150628616753)	(97.0, 0.0009994087588637904)	(98.0, 0.0025666634034456435)	(99.0, 0.00760913486862204)	(100.0, 0.0114023453852187)
SRR18856089_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 6.2470775390387685e-06)	(3.0, 6.2470775390387685e-06)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 6.2470775390387685e-06)	(7.0, 6.2470775390387685e-06)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 6.2470775390387685e-06)	(11.0, 1.2494155078077537e-05)	(12.0, 1.2494155078077537e-05)	(13.0, 2.4988310156155074e-05)	(14.0, 4.997662031231015e-05)	(15.0, 6.247077539038768e-05)	(16.0, 9.370616308558153e-05)	(17.0, 0.00015617693847596922)	(18.0, 0.0003373421871080935)	(19.0, 0.0004872720480450239)	(20.0, 0.000649696064060032)	(21.0, 0.001161956422261211)	(22.0, 0.0019240998820239407)	(23.0, 0.0023364069996004992)	(24.0, 0.0027112316519428254)	(25.0, 0.003485869266783633)	(26.0, 0.004966426643535821)	(27.0, 0.006047171057789527)	(28.0, 0.006540690183373591)	(29.0, 0.007346563185909592)	(30.0, 0.008202412808757904)	(31.0, 0.008745908554654276)	(32.0, 0.008477284220475608)	(33.0, 0.008039988792742894)	(34.0, 0.008046235870281934)	(35.0, 0.00822115404137502)	(36.0, 0.008583484538639267)	(37.0, 0.00902702704391102)	(38.0, 0.009108239051918524)	(39.0, 0.011325951578277288)	(40.0, 0.018397643352469174)	(41.0, 0.037126381814507406)	(42.0, 0.051001141028712504)	(43.0, 0.09311893779691188)	(44.0, 0.2239327414643837)	(45.0, 0.39044859326746206)	(46.0, 0.468268438171268)	(47.0, 0.8377081096749428)	(48.0, 3.609536413746444)	(49.0, 7.62908726761262)	(50.0, 9.24624948891097)	(51.0, 7.410077223248999)	(52.0, 5.567501703109514)	(53.0, 7.123811142100086)	(54.0, 8.686523835568174)	(55.0, 9.116141605005408)	(56.0, 7.638913920581528)	(57.0, 4.7168808841613785)	(58.0, 3.701693301602344)	(59.0, 4.120409920733956)	(60.0, 4.112613567965236)	(61.0, 3.6555336456663867)	(62.0, 3.62496669526787)	(63.0, 2.9597154081356316)	(64.0, 1.7268109262635574)	(65.0, 1.1591577315237216)	(66.0, 0.9608380079693968)	(67.0, 0.5378858702663161)	(68.0, 0.20262395997872246)	(69.0, 0.0919944638398849)	(70.0, 0.0665188816356848)	(71.0, 0.027168540217279602)	(72.0, 0.012188048278664636)	(73.0, 0.011082315554254775)	(74.0, 0.009020779966371982)	(75.0, 0.004297989346858673)	(76.0, 0.001211933042573521)	(77.0, 0.0007871317699188849)	(78.0, 0.0005122603582011791)	(79.0, 0.00023114186894443445)	(80.0, 0.00020615355878827936)	(81.0, 0.00018741232617116305)	(82.0, 0.00014368278339789168)	(83.0, 9.370616308558153e-05)	(84.0, 8.1212008007504e-05)	(85.0, 7.496493046846523e-05)	(86.0, 4.997662031231015e-05)	(87.0, 1.8741232617116306e-05)	(88.0, 1.2494155078077537e-05)	(89.0, 2.4988310156155074e-05)	(90.0, 3.748246523423261e-05)	(91.0, 6.247077539038768e-05)	(92.0, 8.745908554654275e-05)	(93.0, 0.00015617693847596922)	(94.0, 0.000324848032030016)	(95.0, 0.0005747311335915667)	(96.0, 0.0007246609945284971)	(97.0, 0.0011494622671831334)	(98.0, 0.0023426540771395383)	(99.0, 0.00618460676364838)	(100.0, 0.009258168912855455)
SRR18856090_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 9.213443704246614e-06)	(11.0, 9.213443704246614e-06)	(12.0, 0.0)	(13.0, 3.685377481698646e-05)	(14.0, 5.5280662225479686e-05)	(15.0, 3.685377481698646e-05)	(16.0, 9.213443704246614e-05)	(17.0, 0.00014741509926794583)	(18.0, 0.00021190920519767212)	(19.0, 0.0002764033111273984)	(20.0, 0.00034089741705712473)	(21.0, 0.0005343797348463036)	(22.0, 0.0008752771519034285)	(23.0, 0.0010871863571011006)	(24.0, 0.0012714552311860329)	(25.0, 0.001962463509004529)	(26.0, 0.002579764237189052)	(27.0, 0.0026903255616400113)	(28.0, 0.0034826817202052206)	(29.0, 0.0045606546336020735)	(30.0, 0.005362224235871529)	(31.0, 0.0058781770833093395)	(32.0, 0.005610987215886189)	(33.0, 0.005528066222547969)	(34.0, 0.005776829202562628)	(35.0, 0.005841323308492353)	(36.0, 0.005739975427745641)	(37.0, 0.0065507584737193435)	(38.0, 0.007462889400439757)	(39.0, 0.007932775029356335)	(40.0, 0.010171641849488263)	(41.0, 0.016989590190630757)	(42.0, 0.0220385573405579)	(43.0, 0.035121647400588096)	(44.0, 0.08363042850344651)	(45.0, 0.21596312042754065)	(46.0, 0.31287012130880654)	(47.0, 0.494568444600254)	(48.0, 0.9337456656505774)	(49.0, 1.6119472567201705)	(50.0, 2.032669950030888)	(51.0, 4.058236334965802)	(52.0, 9.816141124159907)	(53.0, 11.577963469617057)	(54.0, 9.607447410815016)	(55.0, 7.609143605800968)	(56.0, 6.252804917767711)	(57.0, 6.7033238880179615)	(58.0, 6.511877741287423)	(59.0, 5.264884203136164)	(60.0, 3.473284007626889)	(61.0, 3.4589202488919684)	(62.0, 3.989163147515065)	(63.0, 3.6562537861495223)	(64.0, 3.0613601530537267)	(65.0, 2.7993758813234746)	(66.0, 2.175275631685217)	(67.0, 1.3083090060030194)	(68.0, 0.9918087878747395)	(69.0, 0.9181749457904006)	(70.0, 0.602310455277714)	(71.0, 0.17980956733207692)	(72.0, 0.05066472692965213)	(73.0, 0.02815628396017765)	(74.0, 0.01959699475893255)	(75.0, 0.006946936553001947)	(76.0, 0.001842688740849323)	(77.0, 0.0008292099333821953)	(78.0, 0.0006725813904100028)	(79.0, 0.00040539152298685105)	(80.0, 0.00025797642371890516)	(81.0, 0.00022112264890191874)	(82.0, 0.00018426887408493227)	(83.0, 0.00012898821185945258)	(84.0, 0.00011056132445095937)	(85.0, 0.00011056132445095937)	(86.0, 0.000119774768155206)	(87.0, 7.370754963397291e-05)	(88.0, 1.842688740849323e-05)	(89.0, 3.685377481698646e-05)	(90.0, 3.685377481698646e-05)	(91.0, 4.606721852123307e-05)	(92.0, 7.370754963397291e-05)	(93.0, 0.0001382016555636992)	(94.0, 0.00022112264890191874)	(95.0, 0.0003869646355783578)	(96.0, 0.0005343797348463036)	(97.0, 0.0009305578141289081)	(98.0, 0.0022757205949489137)	(99.0, 0.006891655890776467)	(100.0, 0.01055860648506662)
