Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR18856093_1	(1, 22.239174380535715)	(2, 29.680300904463763)	(3, 30.839615384104775)	(4, 31.10740628444383)	(5, 31.44995231414029)	(6, 34.9149631273264)	(7, 34.860124643964475)	(8, 34.91049457573984)	(9, 34.957333946337556)	(10, 35.20791269714266)	(11, 35.206550900506535)	(12, 35.23913945481771)	(13, 35.190022253401196)	(14, 35.204116108200694)	(15, 35.203922995531855)	(16, 35.29243446653672)	(17, 35.21533890558526)	(18, 35.24570600041196)	(19, 35.261071273893094)	(20, 35.0975620317005)	(21, 35.03185072298789)	(22, 35.122310068686225)	(23, 35.155172718398326)	(24, 35.00529798632812)	(25, 35.31366358425079)	(26, 35.0931001180428)	(27, 35.00654673392965)	(28, 35.042605699570814)	(29, 35.03327910315658)	(30, 34.98478984981022)	(31, 35.17458365633665)	(32, 35.08977032868266)	(33, 35.122637778127945)	(34, 35.180703826745564)	(35, 35.14187194291463)	(36, 35.051658915438)	(37, 35.077814295464016)	(38, 35.003059676716525)	(39, 34.97266061770932)	(40, 34.97312639607133)	(41, 34.932974381373114)	(42, 34.957225186426236)	(43, 35.00342854131718)	(44, 35.084637882088124)	(45, 34.954787738948845)	(46, 34.953757021779865)	(47, 34.84276012843269)	(48, 34.874648125944184)	(49, 34.76818779742389)	(50, 34.53421224277132)	(51, 34.69270443620955)	(52, 34.51294932268106)	(53, 34.49556785490019)	(54, 34.34344041401886)	(55, 34.22116537317262)	(56, 34.16555025213407)	(57, 34.10324399668267)	(58, 33.92725912462466)	(59, 33.837501152701876)	(60, 33.93899825075256)	(61, 33.404878938985284)	(62, 32.71602603334426)	(63, 33.308449746436224)	(64, 33.47115712682253)	(65, 33.76483421364184)	(66, 33.8671914851508)	(67, 34.08656512814113)	(68, 34.11301901072189)	(69, 34.119972496507685)	(70, 34.14923851211948)	(71, 34.10373612251615)	(72, 33.950061125112605)	(73, 33.61852282390565)	(74, 32.6782487632262)
SRR18856094_1	(1, 22.163600672651015)	(2, 29.57324237941257)	(3, 30.77516315439492)	(4, 31.21300975896369)	(5, 31.356758250209715)	(6, 34.78950064411359)	(7, 34.8436705107545)	(8, 35.00094961213723)	(9, 34.90296284983218)	(10, 35.067468615873075)	(11, 35.221642307492075)	(12, 35.157481434546675)	(13, 35.04168054091913)	(14, 35.145883483172234)	(15, 34.88100129749435)	(16, 35.30460653649688)	(17, 35.18352453832469)	(18, 35.134664667986904)	(19, 35.28230918560765)	(20, 34.959876252419114)	(21, 34.866957268089806)	(22, 34.859091804834534)	(23, 35.04771046896503)	(24, 34.965857573261275)	(25, 35.25957028142844)	(26, 35.03350589950629)	(27, 34.92303608044592)	(28, 35.05464503612787)	(29, 34.946874052557014)	(30, 34.879265793184615)	(31, 35.07703042511134)	(32, 34.94765267636261)	(33, 35.07692993993876)	(34, 35.138372897931504)	(35, 35.047921796733036)	(36, 34.896738583825936)	(37, 34.948697413251814)	(38, 34.899385813910364)	(39, 34.86697771037175)	(40, 34.90050359788705)	(41, 34.838690134890896)	(42, 34.94542455848532)	(43, 34.9646614726311)	(44, 34.99330974082003)	(45, 34.838359515050925)	(46, 34.90119981658276)	(47, 34.67425469029988)	(48, 34.54724461207318)	(49, 34.37862504121391)	(50, 33.88945386308704)	(51, 33.974532187463176)	(52, 33.8823313177849)	(53, 33.79568348042842)	(54, 33.56114409183073)	(55, 33.331673753172986)	(56, 33.322198710064754)	(57, 33.48717691995502)	(58, 33.306583895715654)	(59, 33.15898271573263)	(60, 33.24296624234243)	(61, 33.012814494286566)	(62, 32.258905407565045)	(63, 32.38949006863973)	(64, 32.07828894284238)	(65, 32.04853788168352)	(66, 32.15929461952779)	(67, 32.25262744649823)	(68, 32.284691211154325)	(69, 32.340281680108454)	(70, 32.64606178529807)	(71, 32.703516045237954)	(72, 32.663416555831645)	(73, 32.68073634734944)	(74, 31.05768466717103)
SRR18856095_1	(1, 22.135304359059678)	(2, 29.505989314084577)	(3, 30.788895164055955)	(4, 31.18560648073191)	(5, 31.188620260743814)	(6, 34.53382768334572)	(7, 34.864954863417374)	(8, 35.07973938367094)	(9, 34.919755344976245)	(10, 35.12781729149908)	(11, 35.26350750959017)	(12, 35.08978999154765)	(13, 34.98201293477665)	(14, 35.10139997135804)	(15, 34.96059988330739)	(16, 35.270302538128014)	(17, 35.09032798442625)	(18, 34.910182173907685)	(19, 35.275078818506444)	(20, 34.98877906638263)	(21, 34.762462120584345)	(22, 34.86653654548228)	(23, 34.35807760611017)	(24, 33.6004189630166)	(25, 35.14776063651442)	(26, 34.857645002041906)	(27, 34.48925416593893)	(28, 34.646429677828955)	(29, 34.55315314396494)	(30, 34.605814402655795)	(31, 34.839360255924824)	(32, 34.757122350034486)	(33, 34.09686804003585)	(34, 34.954469059247636)	(35, 34.856232664496844)	(36, 34.67415458413703)	(37, 33.84396294223461)	(38, 33.591926664686376)	(39, 34.33461563468499)	(40, 33.98966084775949)	(41, 33.12590414462744)	(42, 33.264030841525404)	(43, 32.48415003287026)	(44, 33.73159446045816)	(45, 34.2251058243891)	(46, 34.61048486926901)	(47, 33.91658114449698)	(48, 33.29583361486594)	(49, 33.59954334348551)	(50, 33.36769879708022)	(51, 32.95979544371876)	(52, 33.22858684229202)	(53, 33.81522579340139)	(54, 32.921350838074765)	(55, 32.8895246922158)	(56, 32.4625123927467)	(57, 33.24892560782359)	(58, 32.77723121497575)	(59, 32.557627068945955)	(60, 33.07480204539283)	(61, 32.1683171914222)	(62, 31.122562936880175)	(63, 32.27261110551587)	(64, 31.362202218179483)	(65, 32.41152864344628)	(66, 32.44186638483659)	(67, 32.441485200308854)	(68, 32.73781261274584)	(69, 32.90649569032008)	(70, 32.99168405794515)	(71, 32.90061877680137)	(72, 32.99289114228297)	(73, 32.410099520183444)	(74, 30.98791577054306)
SRR18856096_1	(1, 22.171180970613516)	(2, 29.655067561894207)	(3, 30.9455405791194)	(4, 31.300213425665124)	(5, 31.35059859945132)	(6, 34.74833137158813)	(7, 34.7480481780196)	(8, 35.05012755160458)	(9, 34.93261481552725)	(10, 35.13421352337072)	(11, 35.25660085278667)	(12, 35.19706608409704)	(13, 35.10683801785875)	(14, 35.2447658805946)	(15, 34.97986119698517)	(16, 35.26456309567973)	(17, 35.22026276699199)	(18, 35.182646875176516)	(19, 35.304525830154084)	(20, 34.946697779792956)	(21, 34.91351680612614)	(22, 34.88406543832411)	(23, 35.06926410891732)	(24, 35.09891394121482)	(25, 35.306674589979984)	(26, 35.010944171937425)	(27, 34.93614595689657)	(28, 35.05716235464384)	(29, 34.960052150362806)	(30, 34.86407815531832)	(31, 35.08705454262331)	(32, 34.98641090699801)	(33, 35.09660869976749)	(34, 35.18448610672199)	(35, 35.12146637782449)	(36, 35.02968074695929)	(37, 35.06438111900389)	(38, 35.04394232927092)	(39, 35.03910361220648)	(40, 35.00247355460598)	(41, 34.93298846310621)	(42, 35.03267298089092)	(43, 35.099485289964264)	(44, 35.150654780170036)	(45, 34.96127995859725)	(46, 34.99289382607488)	(47, 34.878026011062104)	(48, 34.85976994911675)	(49, 34.69151785646132)	(50, 34.34819985069363)	(51, 34.47699758331311)	(52, 34.29956116446753)	(53, 34.2385688267237)	(54, 34.13563521615074)	(55, 34.068697721780254)	(56, 33.85172374047561)	(57, 33.82230672229779)	(58, 33.69548943634557)	(59, 33.67587694590621)	(60, 33.793221368824895)	(61, 32.70080446819912)	(62, 31.827082846713658)	(63, 32.89160785247676)	(64, 32.82298608153227)	(65, 32.919049767262216)	(66, 33.28528393399376)	(67, 33.61078631633103)	(68, 33.50766912609976)	(69, 33.32531956600395)	(70, 33.621057998958825)	(71, 33.518136219923086)	(72, 33.29310114514014)	(73, 33.43834509617132)	(74, 31.630705281750885)
SRR18856097_1	(1, 22.145249564995243)	(2, 29.573552903596067)	(3, 30.729554221716647)	(4, 31.125729064641998)	(5, 31.37428078242883)	(6, 34.805020092185224)	(7, 34.8719733779586)	(8, 34.91673289168527)	(9, 34.89254238331845)	(10, 35.01552466996363)	(11, 35.17953290488867)	(12, 35.16425038965275)	(13, 35.04417645618067)	(14, 35.04747855349581)	(15, 34.63216100487832)	(16, 35.30942353583072)	(17, 35.16380671670088)	(18, 35.126083143118436)	(19, 35.265776879798885)	(20, 35.004671117542685)	(21, 34.82236855061935)	(22, 34.983844424047604)	(23, 34.975661508188466)	(24, 34.76899423682843)	(25, 35.15336965376867)	(26, 34.974865143671536)	(27, 34.81599430589662)	(28, 34.972434442779225)	(29, 34.899571804979175)	(30, 34.87504025510293)	(31, 35.11258488937856)	(32, 34.997854448088326)	(33, 35.11869270842435)	(34, 35.17308113181955)	(35, 35.064888590795405)	(36, 34.86924143991359)	(37, 34.95669175034597)	(38, 34.870453323081286)	(39, 34.832099675656906)	(40, 34.878184799284796)	(41, 34.66289024565807)	(42, 34.67572458491823)	(43, 34.63728064956272)	(44, 34.621824770403755)	(45, 34.499261608378944)	(46, 34.77616692643517)	(47, 34.383918429639074)	(48, 34.356801538251155)	(49, 34.38716435704314)	(50, 34.007162149080216)	(51, 34.03808111933734)	(52, 34.29263857949208)	(53, 34.25130043745959)	(54, 33.95266956864005)	(55, 33.707606626440686)	(56, 33.66732406266288)	(57, 33.82403131867812)	(58, 33.40223744866001)	(59, 33.08727056671695)	(60, 33.01524284957032)	(61, 32.4155560973756)	(62, 31.51942050404243)	(63, 31.03367878522096)	(64, 30.0238794241433)	(65, 29.350711749053364)	(66, 28.993796900142105)	(67, 29.129951100278408)	(68, 29.29315742304098)	(69, 29.37126910435759)	(70, 29.286540746208253)	(71, 29.05949780493535)	(72, 28.953499773794753)	(73, 28.864682523501905)	(74, 27.362093437329495)
SRR18856098_1	(1, 22.158317019998478)	(2, 29.543625704700887)	(3, 30.706752296737747)	(4, 31.084302612892017)	(5, 31.371911703956442)	(6, 34.84954437132154)	(7, 34.89900434772849)	(8, 34.974659915966924)	(9, 34.919423796149594)	(10, 35.050363393982195)	(11, 35.19500200517493)	(12, 35.187017991628856)	(13, 35.09461979906707)	(14, 35.095036245588865)	(15, 34.874523791894674)	(16, 35.32870529356129)	(17, 35.16065706081225)	(18, 35.13438541639794)	(19, 35.26177667544343)	(20, 34.96923321239744)	(21, 34.78097810992245)	(22, 34.96026604332585)	(23, 35.012363235176366)	(24, 34.85002212895637)	(25, 35.17769350943136)	(26, 34.9744279053343)	(27, 34.84666157639247)	(28, 34.982253448080044)	(29, 34.884074254123504)	(30, 34.87329271164982)	(31, 35.13791733854824)	(32, 35.02116925318039)	(33, 35.13355955905583)	(34, 35.189918878361766)	(35, 35.10630643428303)	(36, 34.897379938266745)	(37, 34.948299487700424)	(38, 34.861425493428825)	(39, 34.845767874785956)	(40, 34.93284305661696)	(41, 34.783982857010756)	(42, 34.7891989920855)	(43, 34.81329543212106)	(44, 34.948667019345166)	(45, 34.88957885295954)	(46, 34.95587677069342)	(47, 34.787846462231514)	(48, 34.75370237039484)	(49, 34.647641515597314)	(50, 34.34515844902316)	(51, 34.49266879904261)	(52, 34.54403863337194)	(53, 34.543740788675336)	(54, 34.382102917571395)	(55, 34.225034902104916)	(56, 34.18987264375195)	(57, 34.1781503274784)	(58, 33.99918670641056)	(59, 33.76857785355489)	(60, 33.640558071842555)	(61, 33.20139360494938)	(62, 32.66234663427117)	(63, 32.327445735477056)	(64, 32.044107482736564)	(65, 32.21465121179907)	(66, 32.68548588387005)	(67, 33.042344536962055)	(68, 33.224294143247555)	(69, 33.23102915226163)	(70, 33.230518393836455)	(71, 33.22677456305781)	(72, 33.22901811425108)	(73, 32.90421931018632)	(74, 31.474526237638525)
SRR18856099_1	(1, 22.1828517469418)	(2, 29.45524520156496)	(3, 30.60047955933737)	(4, 30.968980956299742)	(5, 31.355384556802605)	(6, 34.87044083313063)	(7, 34.896450874437065)	(8, 34.94653862504348)	(9, 34.96110698753987)	(10, 35.17707663174071)	(11, 35.203737414266975)	(12, 35.22632836458786)	(13, 35.1932295064824)	(14, 35.168171138689154)	(15, 35.07051988824301)	(16, 35.33696971694746)	(17, 35.16927313626578)	(18, 35.1767512611308)	(19, 35.2571658259128)	(20, 34.96027636894356)	(21, 34.902142728861996)	(22, 35.074438828052)	(23, 35.12508695494029)	(24, 34.917189059363515)	(25, 35.1278285930577)	(26, 35.08966730926178)	(27, 34.96450107187593)	(28, 34.975905809044676)	(29, 34.96745640317994)	(30, 34.99513791167197)	(31, 35.16230821604836)	(32, 35.08998131321283)	(33, 35.10484492467315)	(34, 35.178876542171444)	(35, 35.13956665749756)	(36, 34.98874984939177)	(37, 34.97739455718907)	(38, 34.88416948370362)	(39, 34.89744488875451)	(40, 34.955640761293346)	(41, 34.928980547100025)	(42, 34.88289499707877)	(43, 34.966745702834615)	(44, 35.060688580827176)	(45, 34.97434772428123)	(46, 34.98859100033418)	(47, 34.813155429966606)	(48, 34.79553966622943)	(49, 34.67811696519302)	(50, 34.397412777943224)	(51, 34.4691420786891)	(52, 34.491217551030616)	(53, 34.48822584641825)	(54, 34.26713580656675)	(55, 34.1370532050568)	(56, 34.09022143388128)	(57, 33.960081999077026)	(58, 33.83673499544197)	(59, 33.55376458058166)	(60, 33.774342268284975)	(61, 33.296414614795296)	(62, 33.11847525364699)	(63, 32.88662297701889)	(64, 31.984211426674822)	(65, 32.877362560044375)	(66, 33.148118363292056)	(67, 33.16506917748583)	(68, 33.33607686589389)	(69, 33.557697444547756)	(70, 33.570001568598926)	(71, 33.46627171316009)	(72, 33.61393739926299)	(73, 33.151581215914234)	(74, 31.871749135565594)
SRR18856100_1	(1, 22.21524450831349)	(2, 29.53558159447362)	(3, 30.63317835513895)	(4, 30.969058695610087)	(5, 31.345043039783462)	(6, 34.887689835016765)	(7, 34.932986997819754)	(8, 34.96031474656709)	(9, 34.98294740234313)	(10, 35.20211554759482)	(11, 35.19703761507826)	(12, 35.22021720679518)	(13, 35.22017973473529)	(14, 35.18164034566726)	(15, 35.14364024199456)	(16, 35.32940563692197)	(17, 35.196741741938666)	(18, 35.19834944944176)	(19, 35.27148710367832)	(20, 35.02342003743459)	(21, 34.92322162287744)	(22, 35.069681325111965)	(23, 35.19633766822613)	(24, 35.02647963112504)	(25, 35.2165288631664)	(26, 35.12252317490771)	(27, 34.956987383781964)	(28, 35.041230663636426)	(29, 34.98708712816006)	(30, 34.98747074837324)	(31, 35.152072392272515)	(32, 35.092123497916866)	(33, 35.14364289626547)	(34, 35.190816472467716)	(35, 35.12544505877805)	(36, 34.97127188914765)	(37, 34.953854095040384)	(38, 34.89824306001837)	(39, 34.8886636401733)	(40, 34.966279986235264)	(41, 34.98934606883742)	(42, 34.9580679843092)	(43, 35.044219216546665)	(44, 35.096017937875075)	(45, 35.01662135670091)	(46, 35.02514219085394)	(47, 34.84631100061017)	(48, 34.851068859281796)	(49, 34.77125805571221)	(50, 34.52974906835091)	(51, 34.59970066069487)	(52, 34.54391257018985)	(53, 34.51923112953904)	(54, 34.339961047793736)	(55, 34.2668469697282)	(56, 34.04181179283197)	(57, 34.11867245235271)	(58, 34.050762618872305)	(59, 33.90473587506315)	(60, 34.18078348456432)	(61, 33.83944205976419)	(62, 33.624890784558765)	(63, 33.62783468326429)	(64, 33.293787507189954)	(65, 33.55891060602938)	(66, 33.69874993208189)	(67, 33.734197876208555)	(68, 33.84253959391528)	(69, 33.96040093230485)	(70, 33.965071200036476)	(71, 33.96581205388732)	(72, 34.06131787361049)	(73, 33.838167385193415)	(74, 32.6294742420183)
SRR18856101_1	(1, 22.310413006242168)	(2, 29.61515797943937)	(3, 30.781147943356064)	(4, 31.092894625629732)	(5, 31.383674828810825)	(6, 34.901007977642095)	(7, 34.87657983268149)	(8, 34.951187223016056)	(9, 34.94569162011999)	(10, 35.147080664787595)	(11, 35.162914419061295)	(12, 35.218840795531804)	(13, 35.17513723016461)	(14, 35.161869027500266)	(15, 35.16175884877921)	(16, 35.315794016061226)	(17, 35.19844529986855)	(18, 35.203349018711194)	(19, 35.298283977680654)	(20, 35.089195575518055)	(21, 34.94949751566353)	(22, 35.03228425713642)	(23, 35.167130309175185)	(24, 35.01961730777079)	(25, 35.232060440280655)	(26, 35.058578953954395)	(27, 34.879998165790056)	(28, 35.03103823760172)	(29, 34.9999184695482)	(30, 34.90560125014561)	(31, 35.158839337893454)	(32, 35.07199580329882)	(33, 35.16333135047671)	(34, 35.20611087402716)	(35, 35.17011666602253)	(36, 35.044999494150844)	(37, 35.03823120540656)	(38, 34.94315985184701)	(39, 34.942609498775106)	(40, 34.98987274673029)	(41, 34.96014494222464)	(42, 35.005487675073134)	(43, 35.08504779261031)	(44, 35.10387312888739)	(45, 34.96762051889944)	(46, 35.03051500128782)	(47, 34.84968154025348)	(48, 34.80812560410236)	(49, 34.70080810641517)	(50, 34.425182927757625)	(51, 34.56853778603112)	(52, 34.46390502756405)	(53, 34.45991210747029)	(54, 34.09885724936796)	(55, 33.966620802409196)	(56, 33.86738148602897)	(57, 33.5836768648199)	(58, 33.314208992007046)	(59, 33.07312164424489)	(60, 32.83770620335028)	(61, 31.90349785457796)	(62, 30.658177319633694)	(63, 30.264239023140863)	(64, 29.495157496562882)	(65, 29.533615455723243)	(66, 29.16509952525854)	(67, 29.24560008079172)	(68, 28.94143302786891)	(69, 28.536924510999718)	(70, 29.040001001788536)	(71, 29.326874409861418)	(72, 28.559706551633955)	(73, 28.38951979644954)	(74, 25.448126317606423)
SRR18856102_1	(1, 22.234617738479646)	(2, 29.566786854573436)	(3, 30.67897081811872)	(4, 31.049097262878355)	(5, 31.410733621027855)	(6, 34.88795823399825)	(7, 34.83022772127833)	(8, 34.902839967408035)	(9, 34.96861828167909)	(10, 35.15728641699611)	(11, 35.16412807435797)	(12, 35.22769858466367)	(13, 35.216001448531856)	(14, 35.18723674442466)	(15, 35.16761541479313)	(16, 35.32370582732293)	(17, 35.17488680327127)	(18, 35.17723125207472)	(19, 35.24544237559224)	(20, 34.99449219905242)	(21, 34.98736324953979)	(22, 35.08844349216888)	(23, 35.204329903129434)	(24, 34.97577475329692)	(25, 35.202534689320096)	(26, 35.06847403204877)	(27, 34.981219784530886)	(28, 34.96001641669433)	(29, 35.00770667229985)	(30, 34.93310776473429)	(31, 35.163305791109636)	(32, 35.079765820683825)	(33, 35.12836020158735)	(34, 35.182664212209914)	(35, 35.15973202160727)	(36, 35.00876120348855)	(37, 34.957772399432656)	(38, 34.89277725804991)	(39, 34.89736548269306)	(40, 34.95581688143163)	(41, 34.95302652623955)	(42, 34.91107607810001)	(43, 35.03126873283641)	(44, 35.07826514168452)	(45, 35.00373528080394)	(46, 35.00882397320216)	(47, 34.85034469022543)	(48, 34.8839262455865)	(49, 34.79789745601593)	(50, 34.54065123577874)	(51, 34.59657011799499)	(52, 34.602237981712285)	(53, 34.61009650843468)	(54, 34.37076766152639)	(55, 34.25509756465582)	(56, 34.08297118025168)	(57, 34.11858840570963)	(58, 33.98383245314905)	(59, 33.81354063433624)	(60, 33.87069197573709)	(61, 33.67759929987627)	(62, 33.475625433805114)	(63, 33.444314452123)	(64, 32.54084075202945)	(65, 33.29629501765398)	(66, 33.547735763647886)	(67, 33.570508615746746)	(68, 33.746144309985816)	(69, 33.71644216434801)	(70, 33.66345559344539)	(71, 33.193306092887106)	(72, 33.41790868213779)	(73, 32.54751437969641)	(74, 31.91647717053445)
SRR18856103_1	(1, 22.241893532932302)	(2, 29.651715654357133)	(3, 30.666855953405623)	(4, 31.05691550781494)	(5, 31.34117623872453)	(6, 34.85069862647083)	(7, 34.80563874328095)	(8, 34.93787207691513)	(9, 34.956315101084826)	(10, 35.14284088144136)	(11, 35.100695080798054)	(12, 35.16880017932816)	(13, 35.14966441358348)	(14, 35.144448130306884)	(15, 35.128707000889456)	(16, 35.2764361218039)	(17, 35.14871656775928)	(18, 35.15566056068046)	(19, 35.195001688108626)	(20, 35.00555832558044)	(21, 34.8658483192498)	(22, 34.99402503484429)	(23, 35.106459147495016)	(24, 34.91030203053773)	(25, 35.16179374572793)	(26, 34.951782534034315)	(27, 34.89511697312638)	(28, 34.94695876133902)	(29, 34.94695747200346)	(30, 34.86569083612122)	(31, 35.06913048867844)	(32, 34.99245572928226)	(33, 35.07873916981157)	(34, 35.140662088543095)	(35, 35.08966499931021)	(36, 34.922241461973904)	(37, 34.92492659536396)	(38, 34.81804859800415)	(39, 34.804376115390376)	(40, 34.84146587874757)	(41, 34.85494385588323)	(42, 34.86087074724179)	(43, 34.96354201106508)	(44, 34.98808672365653)	(45, 34.87988863087852)	(46, 34.87616797684648)	(47, 34.73852956437219)	(48, 34.76872451375012)	(49, 34.7142944765049)	(50, 34.43384686340576)	(51, 34.5201148319084)	(52, 34.360274429547296)	(53, 34.3492662667639)	(54, 34.16732075887344)	(55, 34.15258217994593)	(56, 34.09104716702587)	(57, 34.05502736798908)	(58, 33.96167578994366)	(59, 33.64590332967224)	(60, 33.49360001458791)	(61, 33.198355802461265)	(62, 32.70112815019212)	(63, 33.2470109057527)	(64, 33.21372228780438)	(65, 33.338862249783716)	(66, 33.5412735651399)	(67, 33.711289956278634)	(68, 33.8023573842918)	(69, 33.90487300689445)	(70, 33.79484350505503)	(71, 33.45620559965799)	(72, 33.4372768643654)	(73, 33.062135474907414)	(74, 32.0226184452713)
SRR18856104_1	(1, 22.185727528715923)	(2, 29.536803543545325)	(3, 30.64439553903551)	(4, 30.969949968363668)	(5, 31.3607525238342)	(6, 34.89507242546832)	(7, 34.90281263217743)	(8, 34.93887649962085)	(9, 34.98406487897809)	(10, 35.18260598516646)	(11, 35.20886948925779)	(12, 35.239349906125994)	(13, 35.238427553486794)	(14, 35.191018938330195)	(15, 35.14601358050843)	(16, 35.34862066276911)	(17, 35.21625935031322)	(18, 35.20850758616502)	(19, 35.28712577184718)	(20, 35.03433214906958)	(21, 34.976051433708946)	(22, 35.12230047547649)	(23, 35.1846362994667)	(24, 35.01232143756602)	(25, 35.19329333884411)	(26, 35.07270784932963)	(27, 34.959847904101544)	(28, 34.98294415238432)	(29, 34.994970271506666)	(30, 34.952023862834245)	(31, 35.16101289396205)	(32, 35.0933280456612)	(33, 35.1533989565875)	(34, 35.21506410411217)	(35, 35.19173429206028)	(36, 35.04119519790131)	(37, 34.99812631487432)	(38, 34.917563891938286)	(39, 34.93861188601536)	(40, 34.98217635893059)	(41, 34.99077837109798)	(42, 34.9415969827839)	(43, 35.06362007972218)	(44, 35.121382435314565)	(45, 35.04835166768671)	(46, 35.05208817049534)	(47, 34.85440783477071)	(48, 34.86627404723577)	(49, 34.79518665436633)	(50, 34.55936366465349)	(51, 34.63618440980816)	(52, 34.63296661176596)	(53, 34.63224453057133)	(54, 34.46916699498993)	(55, 34.23962159219421)	(56, 34.155839991223246)	(57, 33.97860597274652)	(58, 33.87677320440521)	(59, 33.87851872270633)	(60, 33.94176120191847)	(61, 33.616751179721284)	(62, 33.45835802945319)	(63, 33.53408168038955)	(64, 32.98679398709569)	(65, 33.61111597941879)	(66, 33.6428228648235)	(67, 33.626905338708866)	(68, 33.77728452621054)	(69, 33.86221238364074)	(70, 33.83830607962696)	(71, 33.81488760304233)	(72, 33.90824497354899)	(73, 33.53735260815176)	(74, 32.603896892463375)
SRR18856105_1	(1, 22.222845387968867)	(2, 29.678828395717552)	(3, 30.781163345690093)	(4, 31.166596568002948)	(5, 31.47968737073501)	(6, 34.938230206885045)	(7, 34.80152105120938)	(8, 34.88887547975082)	(9, 34.97817782504499)	(10, 35.15427835909983)	(11, 35.17166198963115)	(12, 35.25427868235584)	(13, 35.2208754419179)	(14, 35.22435810635673)	(15, 35.213779493668554)	(16, 35.33295284904076)	(17, 35.19224226289741)	(18, 35.21032197136359)	(19, 35.26115146423597)	(20, 35.0910340396956)	(21, 35.05465947793197)	(22, 35.160045485711905)	(23, 35.23233869854498)	(24, 35.04796855748683)	(25, 35.249742442783386)	(26, 35.094331370690476)	(27, 34.99796504357431)	(28, 35.01873603788464)	(29, 35.051464391614836)	(30, 34.96753659647103)	(31, 35.2072227843285)	(32, 35.126501808497636)	(33, 35.16112144931711)	(34, 35.20845031908361)	(35, 35.20008624949162)	(36, 35.11466225793363)	(37, 35.06620127379628)	(38, 34.957454720513454)	(39, 34.9451460895661)	(40, 34.998036519069174)	(41, 34.97683739013636)	(42, 34.95580994606055)	(43, 35.05248085216988)	(44, 35.096656658900145)	(45, 35.01777237581073)	(46, 35.060711309279014)	(47, 34.934897916351645)	(48, 34.96759226833888)	(49, 34.90704701686786)	(50, 34.724712430857636)	(51, 34.80115241963706)	(52, 34.802237482300235)	(53, 34.87216589785613)	(54, 34.69950995586598)	(55, 34.6042085777059)	(56, 34.50236916721949)	(57, 34.35047440213502)	(58, 34.188045921029996)	(59, 34.14493973250924)	(60, 33.94910070777502)	(61, 33.61812834053656)	(62, 32.97711203801778)	(63, 33.081512474149996)	(64, 32.48694614423228)	(65, 32.89357705878459)	(66, 32.635549684268675)	(67, 32.616982577578746)	(68, 32.527667780942096)	(69, 32.381154749474796)	(70, 32.459642146022404)	(71, 32.46313187420361)	(72, 32.40295645154937)	(73, 31.816775143001873)	(74, 29.69194480750883)
SRR18856106_1	(1, 22.165771873428476)	(2, 29.40685495293598)	(3, 30.70573645902992)	(4, 31.004488351934334)	(5, 31.392250829255566)	(6, 34.91889242416567)	(7, 34.97978543640166)	(8, 34.91333405592215)	(9, 34.95531740940024)	(10, 35.21123214316541)	(11, 35.245926594221004)	(12, 35.2395792269111)	(13, 35.215040167353834)	(14, 35.19145084985784)	(15, 35.1156687347234)	(16, 35.37331654965161)	(17, 35.22252631954292)	(18, 35.213290389295196)	(19, 35.27704309864951)	(20, 35.04064109287125)	(21, 34.98530220390532)	(22, 35.08063496878954)	(23, 35.158943126128634)	(24, 35.041913169916945)	(25, 35.260250549653314)	(26, 35.098419992579785)	(27, 34.99598623609806)	(28, 34.98730724636779)	(29, 34.99664731996431)	(30, 34.99661420917135)	(31, 35.16831121654996)	(32, 35.10567323722525)	(33, 35.17041842137361)	(34, 35.215164120578756)	(35, 35.148424647900676)	(36, 35.018797874456894)	(37, 35.01277425712257)	(38, 34.9752130339929)	(39, 34.97659180137146)	(40, 35.02385873181135)	(41, 35.01836234018029)	(42, 35.02927078996975)	(43, 35.13125486226335)	(44, 35.229325069030345)	(45, 35.10831247872207)	(46, 35.13042963942346)	(47, 34.95546570047298)	(48, 34.912512512059266)	(49, 34.81454107167468)	(50, 34.60163103200116)	(51, 34.71424621581841)	(52, 34.687329122131)	(53, 34.676536701616)	(54, 34.50236572370713)	(55, 34.30374369869065)	(56, 34.08465212867024)	(57, 34.11075899842398)	(58, 33.969983226694886)	(59, 33.88250168171698)	(60, 34.14313427898136)	(61, 33.862185804752166)	(62, 33.56903671081345)	(63, 33.58015486229164)	(64, 33.15058364140049)	(65, 33.71160697432159)	(66, 33.76984461416163)	(67, 33.78414904271604)	(68, 33.918029845559374)	(69, 34.02656362889763)	(70, 34.03227906115903)	(71, 33.96789413375798)	(72, 34.04536461633506)	(73, 33.877686183828295)	(74, 32.803015402744684)
