Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR18856107_1	(1, 22.251006953657825)	(2, 29.48443838537199)	(3, 30.800654540843556)	(4, 31.265261801241923)	(5, 31.332555523761826)	(6, 34.79645396661077)	(7, 34.83543759000691)	(8, 35.06218372832664)	(9, 34.95034889053113)	(10, 35.10828001547121)	(11, 35.267969598335604)	(12, 35.17886724045218)	(13, 35.07455566398224)	(14, 35.18867260579513)	(15, 34.927385281754134)	(16, 35.29186141258314)	(17, 35.18355590249113)	(18, 35.17411853187213)	(19, 35.297088145303235)	(20, 34.956280079878674)	(21, 34.85823212919332)	(22, 34.825394051232784)	(23, 35.080541532582295)	(24, 35.03046036911515)	(25, 35.25920246787929)	(26, 34.991480435729905)	(27, 34.89345395419891)	(28, 35.02882670065055)	(29, 34.87620315321495)	(30, 34.91390902647113)	(31, 35.08869310212843)	(32, 35.011714442803324)	(33, 35.13531974447681)	(34, 35.20971707344564)	(35, 35.13134291908712)	(36, 35.039027903527014)	(37, 35.038682719779565)	(38, 34.93597428532036)	(39, 34.95062832499335)	(40, 34.96784625133469)	(41, 34.87707667943299)	(42, 35.02647415097042)	(43, 35.101096906060036)	(44, 35.13756427747406)	(45, 35.0011952280779)	(46, 35.0230018507082)	(47, 34.90339014720124)	(48, 34.892559965193136)	(49, 34.73650001123776)	(50, 34.477425351918015)	(51, 34.651541535601396)	(52, 34.60479245198206)	(53, 34.56575347842232)	(54, 34.35160336005684)	(55, 34.283300922737546)	(56, 34.283238863463225)	(57, 34.30023471823915)	(58, 34.05828607044365)	(59, 33.70536671831564)	(60, 33.45140004045594)	(61, 32.767217339294156)	(62, 31.930032361395643)	(63, 32.7260814331734)	(64, 32.70015373927255)	(65, 32.79084917550061)	(66, 33.10538067326597)	(67, 33.3458714312982)	(68, 33.36553784760322)	(69, 33.33864873813368)	(70, 33.55993030575766)	(71, 33.48549305757994)	(72, 33.479671562192955)	(73, 33.32554886396305)	(74, 32.11190125799181)
SRR18856108_1	(1, 22.32091414165803)	(2, 29.501141624598667)	(3, 30.81737163842941)	(4, 31.216705608199884)	(5, 31.317744338000125)	(6, 34.77714361067877)	(7, 34.87658041333744)	(8, 35.05523847200605)	(9, 34.936771394007835)	(10, 35.095382611398165)	(11, 35.278000448230046)	(12, 35.178342006956235)	(13, 35.06952642390428)	(14, 35.1844680239865)	(15, 34.98780337559325)	(16, 35.331536388974534)	(17, 35.20246563672812)	(18, 35.16537955303292)	(19, 35.30421292908431)	(20, 34.972087464293274)	(21, 34.811419898690104)	(22, 34.92659428122845)	(23, 35.06130907938253)	(24, 34.954968667233764)	(25, 35.25951064917827)	(26, 35.0145612855535)	(27, 34.87471196266566)	(28, 35.030079393676)	(29, 34.93590557947354)	(30, 34.96593296855827)	(31, 35.09357638050521)	(32, 35.00605915398436)	(33, 35.1507464516153)	(34, 35.22598471312658)	(35, 35.15858150048104)	(36, 35.03434717522204)	(37, 35.04703010446732)	(38, 34.96380294717448)	(39, 34.98924774120534)	(40, 35.00823158387412)	(41, 34.83282412171055)	(42, 34.86922919290112)	(43, 34.86566842615534)	(44, 35.00693920787102)	(45, 34.87220955126229)	(46, 34.826208085228096)	(47, 34.54667009649328)	(48, 34.412609998997056)	(49, 34.275815945845885)	(50, 33.993294812789664)	(51, 34.13810221626233)	(52, 34.159401191895704)	(53, 34.205748426551565)	(54, 34.11701033034059)	(55, 34.042363311503784)	(56, 33.9125725433093)	(57, 33.83898016520125)	(58, 33.564576391649055)	(59, 33.17964924141398)	(60, 32.926157195020934)	(61, 31.832536858254056)	(62, 30.81012597493131)	(63, 32.17430731741745)	(64, 32.3667577366116)	(65, 32.60685426703862)	(66, 32.75895438578244)	(67, 33.039920024367866)	(68, 33.18203711889612)	(69, 33.18275899215102)	(70, 33.33254273972569)	(71, 33.32046869756977)	(72, 33.39395675694416)	(73, 33.327842205688064)	(74, 32.24169350475037)
SRR18856109_1	(1, 22.283895684009508)	(2, 29.519565991390316)	(3, 30.829401988426916)	(4, 31.238793295667467)	(5, 31.335364751725354)	(6, 34.763482075746516)	(7, 34.82832555320993)	(8, 35.04925371054345)	(9, 34.93689873372198)	(10, 35.08915801142923)	(11, 35.262099050920845)	(12, 35.17782714280063)	(13, 35.06636900801628)	(14, 35.19669791303284)	(15, 34.930823808975795)	(16, 35.30605172823034)	(17, 35.1841758403792)	(18, 35.14671121956132)	(19, 35.289922507453454)	(20, 34.95033360725601)	(21, 34.81637395300997)	(22, 34.83715506421299)	(23, 35.06986759105082)	(24, 35.04159211714061)	(25, 35.27223876047889)	(26, 35.02112613689901)	(27, 34.91852403626569)	(28, 35.05478918143272)	(29, 34.95970144825379)	(30, 34.93077008836254)	(31, 35.10154342243912)	(32, 35.012588605295996)	(33, 35.13159347476615)	(34, 35.212279363372524)	(35, 35.13210438252313)	(36, 35.042122355327464)	(37, 35.03216516099101)	(38, 34.95524173826418)	(39, 34.968617496646395)	(40, 34.97590147234939)	(41, 34.899510310761386)	(42, 35.01445196882676)	(43, 35.08711415562884)	(44, 35.13950434080537)	(45, 34.99724653760533)	(46, 35.003756172251215)	(47, 34.84825904754027)	(48, 34.80678785797259)	(49, 34.64479908041099)	(50, 34.323479908940186)	(51, 34.45034012565679)	(52, 34.33653694000194)	(53, 34.378187497977045)	(54, 34.17014217306399)	(55, 34.106362318788456)	(56, 34.12772536583962)	(57, 34.1661985405975)	(58, 33.905317531531075)	(59, 33.299507478628634)	(60, 32.888983543061)	(61, 31.969779120618288)	(62, 30.70046105322971)	(63, 32.29012570173956)	(64, 32.374812989329605)	(65, 32.47546384040797)	(66, 32.79303313325589)	(67, 33.20302345905006)	(68, 33.34769014849366)	(69, 33.3331424266073)	(70, 33.52351636703002)	(71, 33.50409040887006)	(72, 33.423398226635356)	(73, 33.37129777313448)	(74, 32.10861611204816)
SRR18856110_1	(1, 22.154526931741792)	(2, 29.514783173414305)	(3, 30.65736481799287)	(4, 31.064443163780254)	(5, 31.378955094307724)	(6, 34.87472073991678)	(7, 34.925910371098915)	(8, 34.99192644842896)	(9, 34.95037825065446)	(10, 35.047812680722366)	(11, 35.218862752306876)	(12, 35.20335299950488)	(13, 35.08853232305477)	(14, 35.104225565665196)	(15, 34.91239317672853)	(16, 35.35527484559349)	(17, 35.19605366087326)	(18, 35.167574164098255)	(19, 35.28323446575953)	(20, 35.00113750263326)	(21, 34.7874902887935)	(22, 34.99804970795937)	(23, 35.058312859851355)	(24, 34.970753670131614)	(25, 35.18774563146659)	(26, 35.00030156734512)	(27, 34.87318237746437)	(28, 35.0222790843087)	(29, 34.922602858281465)	(30, 34.91981495371495)	(31, 35.14452388587806)	(32, 35.03488755127316)	(33, 35.19136477505558)	(34, 35.204469368942654)	(35, 35.121065703440216)	(36, 34.94287093454345)	(37, 34.957229431362734)	(38, 34.883492693281525)	(39, 34.856292258004785)	(40, 34.93130235497596)	(41, 34.91779924940257)	(42, 34.9888020899724)	(43, 35.04565709478272)	(44, 35.04574062122202)	(45, 34.89876998093316)	(46, 34.919569070662696)	(47, 34.77515621792283)	(48, 34.78979749702458)	(49, 34.61955585402933)	(50, 34.271148290626385)	(51, 34.47269758866885)	(52, 34.46735055476315)	(53, 34.38792093635487)	(54, 34.20663334107099)	(55, 34.016489595087975)	(56, 33.87956762152929)	(57, 33.72045076099631)	(58, 33.342513079099874)	(59, 33.1491601064308)	(60, 33.14608237518332)	(61, 32.70348919120913)	(62, 32.184203976261045)	(63, 31.679508046044873)	(64, 31.544933534422956)	(65, 31.69527609345837)	(66, 32.36410852130696)	(67, 32.90546920390246)	(68, 33.15892163006039)	(69, 33.21923778266488)	(70, 33.39528635815332)	(71, 33.466357294575275)	(72, 33.46756826022142)	(73, 33.28917289369131)	(74, 32.138794777215864)
SRR18856111_1	(1, 22.28712869869213)	(2, 29.490579474723933)	(3, 30.735125852505675)	(4, 31.17581461653407)	(5, 31.337760211655453)	(6, 34.81255227146629)	(7, 34.88808464254091)	(8, 35.050283923056405)	(9, 34.93515842243692)	(10, 35.07449819392366)	(11, 35.25640064616125)	(12, 35.17364683392445)	(13, 35.031697171653356)	(14, 35.12614649431335)	(15, 34.88362612173953)	(16, 35.319814220457516)	(17, 35.175940845476134)	(18, 35.138433869127795)	(19, 35.28685700981844)	(20, 34.964898124855765)	(21, 34.79475317229494)	(22, 34.83175073200511)	(23, 35.028348729036175)	(24, 34.89593886509338)	(25, 35.22319997937783)	(26, 34.97117438333991)	(27, 34.832040628943375)	(28, 34.99509773434393)	(29, 34.8634984361523)	(30, 34.881759692827906)	(31, 35.06531437348709)	(32, 34.956553307484704)	(33, 35.10206336242805)	(34, 35.179535813012585)	(35, 35.090439047583196)	(36, 34.940709222527914)	(37, 34.948332468620755)	(38, 34.862609923517944)	(39, 34.844224483750224)	(40, 34.87117344224893)	(41, 34.704354018785814)	(42, 34.78563236403691)	(43, 34.83320349005635)	(44, 34.93650213668569)	(45, 34.82200491658661)	(46, 34.79175354709465)	(47, 34.50122300910158)	(48, 34.35817206580108)	(49, 34.15871581180144)	(50, 33.75960485635678)	(51, 33.877061398412096)	(52, 33.88048574206251)	(53, 33.938290209544135)	(54, 33.824936005813484)	(55, 33.588205388605104)	(56, 33.51202980230543)	(57, 33.43121075036866)	(58, 33.09718032776153)	(59, 32.685533017563216)	(60, 32.67713930437828)	(61, 32.16478830363032)	(62, 31.412538073267616)	(63, 32.09867850368171)	(64, 32.18478444106561)	(65, 32.483461144399364)	(66, 32.65586532906269)	(67, 32.97257067593246)	(68, 33.16526437291426)	(69, 33.21667719597442)	(70, 33.34928673487258)	(71, 33.41538160011653)	(72, 33.468019273543234)	(73, 33.290079428078556)	(74, 32.161395466069166)
SRR18856112_1	(1, 22.18255700397295)	(2, 29.507729748653833)	(3, 30.60263833394045)	(4, 30.956530705677082)	(5, 31.354610139173744)	(6, 34.89802798215786)	(7, 34.890053449861874)	(8, 34.934340579514995)	(9, 34.967870268921835)	(10, 35.174014380861806)	(11, 35.19924141166599)	(12, 35.23887226602752)	(13, 35.201518452321054)	(14, 35.19256039154044)	(15, 35.101677341992655)	(16, 35.35285753365243)	(17, 35.19979745464699)	(18, 35.20560040027157)	(19, 35.27179446111455)	(20, 35.02716800775597)	(21, 34.94267286161574)	(22, 35.09133108723908)	(23, 35.16618881649164)	(24, 34.97333261518793)	(25, 35.126193975799445)	(26, 35.091284880251614)	(27, 34.967208205000276)	(28, 34.9589904481936)	(29, 34.96735589727308)	(30, 34.976758452264356)	(31, 35.163635809564845)	(32, 35.094307327492736)	(33, 35.12882664017088)	(34, 35.19758575577481)	(35, 35.1723714815009)	(36, 35.039753317052224)	(37, 34.98818291730508)	(38, 34.88713943312814)	(39, 34.88373825867692)	(40, 34.950430816375416)	(41, 34.95447874691185)	(42, 34.92912188297726)	(43, 35.026153438380994)	(44, 35.11420028602976)	(45, 35.03372103736104)	(46, 35.03994494848488)	(47, 34.89482510088289)	(48, 34.877657078953)	(49, 34.79025797956404)	(50, 34.5630107395811)	(51, 34.66996134771325)	(52, 34.66859554853789)	(53, 34.71364551870178)	(54, 34.577714341600036)	(55, 34.4407471925003)	(56, 34.37999506747496)	(57, 34.15372228466622)	(58, 34.02966531116721)	(59, 33.829293812657596)	(60, 33.828665766150124)	(61, 33.49473424603945)	(62, 33.31168243043084)	(63, 33.1594502502406)	(64, 32.426825140569875)	(65, 32.81137102935278)	(66, 32.7973099312423)	(67, 32.74022318258422)	(68, 33.0389471043385)	(69, 33.237722477431575)	(70, 33.26456221714166)	(71, 33.176003407410974)	(72, 33.52273709783267)	(73, 33.097807861140915)	(74, 31.723784550707915)
SRR18856113_1	(1, 22.369773514805004)	(2, 29.588957925335396)	(3, 30.628227526211855)	(4, 31.020574018461748)	(5, 31.35553857234341)	(6, 34.919094889967404)	(7, 34.932925434934454)	(8, 34.982174980579124)	(9, 35.004662946310155)	(10, 35.21062491465201)	(11, 35.20796480127651)	(12, 35.26080625324645)	(13, 35.230817456499025)	(14, 35.21138205695419)	(15, 35.064231730310134)	(16, 35.352168126913234)	(17, 35.20816183475509)	(18, 35.2216647079896)	(19, 35.28022088410676)	(20, 35.02636288573662)	(21, 34.91383137356224)	(22, 35.035987825892136)	(23, 35.1733360867085)	(24, 34.931624325273326)	(25, 35.194922928272604)	(26, 35.07181445235723)	(27, 34.935430052200424)	(28, 34.918607202515226)	(29, 34.98893728578259)	(30, 34.948215491135805)	(31, 35.1709336987187)	(32, 35.10076384639051)	(33, 35.16528483174729)	(34, 35.21220580970053)	(35, 35.175159964604994)	(36, 35.0208243187737)	(37, 34.98721703608919)	(38, 34.8630031926741)	(39, 34.870827283422706)	(40, 34.95527533733778)	(41, 34.95606422452045)	(42, 34.961012229096454)	(43, 35.06038855518503)	(44, 35.104257720220424)	(45, 35.02116737870254)	(46, 35.040458688772866)	(47, 34.86612850306101)	(48, 34.83844965751578)	(49, 34.80891002392488)	(50, 34.57117508894216)	(51, 34.671720272291445)	(52, 34.62949710621202)	(53, 34.647682618343566)	(54, 34.477848368587544)	(55, 34.37829911360761)	(56, 34.26414527662543)	(57, 34.14464710830503)	(58, 34.002943127055815)	(59, 33.87321944848489)	(60, 33.75615003254657)	(61, 33.60875596978619)	(62, 33.04504329517455)	(63, 32.83748310661211)	(64, 32.38625664046405)	(65, 32.797801790777136)	(66, 32.77906693079842)	(67, 32.81471567832299)	(68, 32.86700552264072)	(69, 33.04679625823632)	(70, 33.02630768192749)	(71, 33.03424713034351)	(72, 33.358184266010475)	(73, 32.96385635516904)	(74, 31.623137799576167)
SRR18856114_1	(1, 22.262943067184356)	(2, 29.69498244050822)	(3, 30.745216206656586)	(4, 31.103567047211897)	(5, 31.40341938080772)	(6, 34.91179382497212)	(7, 34.80783538654593)	(8, 34.927665592311484)	(9, 34.962665324850285)	(10, 35.16847741483005)	(11, 35.168198825219356)	(12, 35.252083383653556)	(13, 35.23011944450521)	(14, 35.21158520523505)	(15, 35.24245655083299)	(16, 35.32594693595057)	(17, 35.22293327418415)	(18, 35.23552936894711)	(19, 35.28620106329422)	(20, 35.12409276591429)	(21, 35.0829646942362)	(22, 35.147119721071476)	(23, 35.25474497036998)	(24, 35.073160186244046)	(25, 35.27625808248149)	(26, 35.096672997635594)	(27, 35.005970644520794)	(28, 35.04885194650422)	(29, 35.05565671588754)	(30, 34.978762695396846)	(31, 35.217323038374424)	(32, 35.14608680235148)	(33, 35.192289808058966)	(34, 35.2305881022888)	(35, 35.22883525136105)	(36, 35.124261841860495)	(37, 35.075695187304404)	(38, 34.97055865500022)	(39, 34.949753335013554)	(40, 34.994643441339186)	(41, 34.98843669749784)	(42, 35.01076762123548)	(43, 35.08077315635453)	(44, 35.12658413855173)	(45, 35.0374525351212)	(46, 35.05068459318519)	(47, 34.94081810754065)	(48, 34.9905481867079)	(49, 34.92889414340903)	(50, 34.72986545120831)	(51, 34.81816697647062)	(52, 34.75949167955391)	(53, 34.77032088641827)	(54, 34.56019350280467)	(55, 34.47735337087738)	(56, 34.29605236118922)	(57, 34.2821112464084)	(58, 34.14683291161299)	(59, 34.06707092299659)	(60, 33.777406901055414)	(61, 33.63163384397136)	(62, 32.98780920696299)	(63, 33.534333988096904)	(64, 33.32629634271151)	(65, 33.33540203718179)	(66, 33.55303667101728)	(67, 33.38521469420459)	(68, 33.66742672859289)	(69, 33.659589293407976)	(70, 33.71840002812453)	(71, 33.28904373958055)	(72, 33.32593454294928)	(73, 32.83387864646675)	(74, 31.92694566010373)
SRR18856115_1	(1, 22.239312763882477)	(2, 29.578431319047347)	(3, 30.666171040233856)	(4, 31.07966071307116)	(5, 31.424330408511803)	(6, 34.93611184058248)	(7, 34.83290037562636)	(8, 34.9224783646484)	(9, 34.965419508000146)	(10, 35.175744314793015)	(11, 35.18666477839695)	(12, 35.26119468641967)	(13, 35.222044812420414)	(14, 35.216936501562415)	(15, 35.20310909642434)	(16, 35.35011235781575)	(17, 35.184215573673065)	(18, 35.203703129394434)	(19, 35.24168809715254)	(20, 34.95817198632087)	(21, 35.03899228156444)	(22, 35.17082713800292)	(23, 35.23903604540951)	(24, 34.97338671067187)	(25, 35.19914253210846)	(26, 35.14581612716325)	(27, 34.98085038954215)	(28, 34.99441305536193)	(29, 35.01566447505814)	(30, 35.01466754318585)	(31, 35.20358213993223)	(32, 35.04562527260896)	(33, 35.09273502868542)	(34, 35.18032035187835)	(35, 35.16493286149662)	(36, 35.054606311071225)	(37, 34.992543109317374)	(38, 34.8981377871653)	(39, 34.880294969380614)	(40, 34.98004831858589)	(41, 34.90470489285911)	(42, 34.8535243538211)	(43, 34.98958119677346)	(44, 35.08078715291564)	(45, 35.026777004442)	(46, 35.057465202884956)	(47, 34.909589859033304)	(48, 34.92097138699045)	(49, 34.82944918116488)	(50, 34.582400545397604)	(51, 34.639290349553065)	(52, 34.62870383816109)	(53, 34.70341702725032)	(54, 34.408967275744565)	(55, 34.44645178104075)	(56, 34.335216278979075)	(57, 34.167931243911426)	(58, 34.027459683156685)	(59, 33.95515829720842)	(60, 33.97355468504074)	(61, 33.570043115639706)	(62, 33.152979262352936)	(63, 32.926641653304365)	(64, 32.23142914909003)	(65, 32.776921652734686)	(66, 32.73863813782177)	(67, 32.74502662100923)	(68, 32.94884195515244)	(69, 33.276976024786734)	(70, 33.1030860831372)	(71, 33.09735192799836)	(72, 33.11495090343457)	(73, 32.351088792023376)	(74, 31.316820290451908)
SRR18856116_1	(1, 22.224240934693345)	(2, 29.606050602373045)	(3, 30.688690460077392)	(4, 31.107190182445052)	(5, 31.418290095094854)	(6, 34.92050141523168)	(7, 34.86768656662219)	(8, 34.97202895431314)	(9, 34.99410666759981)	(10, 35.21999821074044)	(11, 35.18441175286034)	(12, 35.25490247214928)	(13, 35.22320484777099)	(14, 35.21373778302158)	(15, 35.19387551639285)	(16, 35.33943425725591)	(17, 35.19796952052466)	(18, 35.234665352342184)	(19, 35.25617079968018)	(20, 35.06117782136851)	(21, 35.0135396109714)	(22, 35.13389702712214)	(23, 35.21783228233591)	(24, 34.97496472649748)	(25, 35.22822963000621)	(26, 35.086295625293396)	(27, 34.99133546107766)	(28, 34.99081568447761)	(29, 35.01097027386235)	(30, 34.99341143132181)	(31, 35.17812260455449)	(32, 35.13190639333471)	(33, 35.15805401186986)	(34, 35.194603434718104)	(35, 35.16261084661028)	(36, 35.067821025186305)	(37, 35.04662457174964)	(38, 34.92139142330646)	(39, 34.90379296616319)	(40, 34.96755993194211)	(41, 34.97101283975299)	(42, 34.96573188308675)	(43, 35.04144776847642)	(44, 35.10293821508485)	(45, 35.01535924172369)	(46, 35.03970951272058)	(47, 34.900119206942065)	(48, 34.92529643277105)	(49, 34.892942031291575)	(50, 34.689302505689646)	(51, 34.787738851295366)	(52, 34.72620466356308)	(53, 34.73785960980937)	(54, 34.598822422921536)	(55, 34.49008413481378)	(56, 34.39250379474882)	(57, 34.246433695388795)	(58, 34.07232735130824)	(59, 33.94268872891925)	(60, 33.894502351456794)	(61, 33.58144762322287)	(62, 32.91205079516411)	(63, 33.40322301106634)	(64, 32.698729130532094)	(65, 33.462767225254574)	(66, 33.53769478004982)	(67, 33.52636913018877)	(68, 33.61150899944737)	(69, 33.65704846120377)	(70, 33.73328791959292)	(71, 33.510182933633)	(72, 33.58343264494158)	(73, 32.71234929119572)	(74, 31.79979654600279)
SRR18856117_1	(1, 22.216833780256625)	(2, 29.55309766672799)	(3, 30.671049488211406)	(4, 31.011827413483847)	(5, 31.37199193989486)	(6, 34.92095662438601)	(7, 34.90153936115057)	(8, 34.943779754880794)	(9, 34.973297133475924)	(10, 35.177971275912824)	(11, 35.20577539693994)	(12, 35.22612656363789)	(13, 35.23053622742232)	(14, 35.18241087911845)	(15, 35.13388805918838)	(16, 35.33506290272393)	(17, 35.19281265995652)	(18, 35.190762016083454)	(19, 35.281802840445806)	(20, 35.01928614921849)	(21, 34.97039414525327)	(22, 35.06824990455519)	(23, 35.172582902773485)	(24, 35.00509217934828)	(25, 35.1684165742158)	(26, 35.053796287635656)	(27, 34.8904410241925)	(28, 34.95443044587231)	(29, 34.9674052618636)	(30, 34.916929152799035)	(31, 35.13014759308734)	(32, 35.05767653986186)	(33, 35.120653286429615)	(34, 35.199466025261025)	(35, 35.15034162944371)	(36, 34.975948527321165)	(37, 34.940827521472244)	(38, 34.82623128966844)	(39, 34.866397397706805)	(40, 34.89908897438487)	(41, 34.92655550262816)	(42, 34.93871844410816)	(43, 35.053331297452694)	(44, 35.09925578858061)	(45, 35.03476266194904)	(46, 35.035263992394974)	(47, 34.845475317218494)	(48, 34.84436539060724)	(49, 34.7534808706714)	(50, 34.488163604689795)	(51, 34.6071278948065)	(52, 34.612979812777446)	(53, 34.56409214486633)	(54, 34.399173217721746)	(55, 34.1888035649798)	(56, 34.03373646247775)	(57, 33.8809166748742)	(58, 33.59864099805229)	(59, 33.503900693624125)	(60, 33.53297734329139)	(61, 33.29781754008217)	(62, 32.76731453509344)	(63, 32.86460051623821)	(64, 32.180859294424884)	(65, 32.97389117288818)	(66, 32.93138215028227)	(67, 32.888660041588956)	(68, 33.050621366877046)	(69, 33.25073945208381)	(70, 33.196804100998676)	(71, 33.16689420626775)	(72, 33.2801200384959)	(73, 32.85060920527768)	(74, 31.832524865721695)
SRR18856118_1	(1, 22.208211964250786)	(2, 29.694502982028435)	(3, 30.7895126285999)	(4, 31.115511046942316)	(5, 31.435799955682793)	(6, 34.901369911791434)	(7, 34.82346846392755)	(8, 34.94996835000682)	(9, 34.97925572111821)	(10, 35.204956141121194)	(11, 35.1997350350628)	(12, 35.242325267617474)	(13, 35.15579483586634)	(14, 35.201198681839735)	(15, 35.181859946554695)	(16, 35.315442044904735)	(17, 35.19199444037976)	(18, 35.23278696294557)	(19, 35.23961462795078)	(20, 35.08613994950918)	(21, 34.995377489023554)	(22, 35.14296618298676)	(23, 35.16719460763993)	(24, 34.940528207229384)	(25, 35.28125620278515)	(26, 35.08155292598232)	(27, 35.00035800220335)	(28, 35.006826702633695)	(29, 35.000468674927504)	(30, 34.964713325164404)	(31, 35.18859979515922)	(32, 35.108808369937535)	(33, 35.162779006539076)	(34, 35.18480552516734)	(35, 35.14519840371437)	(36, 35.06442908873763)	(37, 35.0899208665963)	(38, 34.96387317483235)	(39, 34.91236103656073)	(40, 34.952481703513065)	(41, 34.89098063010794)	(42, 34.96494621907088)	(43, 35.031269134652376)	(44, 35.07367567454424)	(45, 34.97847403485565)	(46, 34.99470984378545)	(47, 34.88384572799676)	(48, 34.92730979388649)	(49, 34.867368123223976)	(50, 34.64959078760244)	(51, 34.79279178923871)	(52, 34.712088035821395)	(53, 34.68527155357318)	(54, 34.56018190265179)	(55, 34.47904496175656)	(56, 34.29530875163814)	(57, 34.259013631751905)	(58, 34.03006256136622)	(59, 33.78039848917296)	(60, 33.62841753161811)	(61, 33.4105202604466)	(62, 32.4336479726802)	(63, 32.94518692743406)	(64, 33.243538697800666)	(65, 33.59202232509439)	(66, 33.4891178638047)	(67, 33.65004610962518)	(68, 33.67720856443282)	(69, 33.75428790643054)	(70, 33.93808594891876)	(71, 33.68228062320292)	(72, 33.702873448867635)	(73, 32.97938516008689)	(74, 31.888588655708944)
SRR18856119_1	(1, 22.17672303122454)	(2, 29.480849716511273)	(3, 30.634310937170046)	(4, 30.980349248446625)	(5, 31.309181069483092)	(6, 34.89079416112353)	(7, 34.95068858638985)	(8, 34.96828172081928)	(9, 34.981056906170956)	(10, 35.19430710368078)	(11, 35.22871404284556)	(12, 35.2342594212255)	(13, 35.20907976760707)	(14, 35.20166377827713)	(15, 35.12947115697507)	(16, 35.37432484867191)	(17, 35.223705243120385)	(18, 35.230082400796796)	(19, 35.277362559386816)	(20, 35.04423121652047)	(21, 34.95742300549403)	(22, 35.12723312420313)	(23, 35.17734473750622)	(24, 35.03610262657174)	(25, 35.258985701579334)	(26, 35.131948645523345)	(27, 35.02812863937768)	(28, 35.03012144966307)	(29, 35.04969833240471)	(30, 35.04082885749663)	(31, 35.203576403830084)	(32, 35.160907691171246)	(33, 35.214830001502094)	(34, 35.236733889116046)	(35, 35.17495374961109)	(36, 35.0241053978879)	(37, 35.01394555291904)	(38, 34.97141194604227)	(39, 34.94153736649723)	(40, 35.003735455189776)	(41, 35.03168669957719)	(42, 35.051023851937245)	(43, 35.12704804026592)	(44, 35.16775716987438)	(45, 35.03838432157812)	(46, 35.039223515216285)	(47, 34.882489823816016)	(48, 34.830906051777916)	(49, 34.68753904543371)	(50, 34.3911834140627)	(51, 34.4993204893136)	(52, 34.39378722102509)	(53, 34.24756953760046)	(54, 33.91164054392709)	(55, 33.61489195244606)	(56, 33.41238074237332)	(57, 33.42348522939562)	(58, 33.178665039539034)	(59, 32.997862472748864)	(60, 33.30914592001134)	(61, 33.153128948308584)	(62, 32.77344984650939)	(63, 32.84731453916709)	(64, 32.01502475154404)	(65, 32.88706062817049)	(66, 33.180883300733115)	(67, 33.272367489924044)	(68, 33.52593138548508)	(69, 33.67709745548031)	(70, 33.79327909147403)	(71, 33.75734864239284)	(72, 33.92295537856942)	(73, 33.61805924937754)	(74, 32.42284841982529)
SRR18856120_1	(1, 22.44248267947536)	(2, 29.472334175922036)	(3, 30.83668336693347)	(4, 31.26070645182779)	(5, 31.320099215601303)	(6, 34.76627097623813)	(7, 34.83784131515984)	(8, 35.07196521970835)	(9, 34.96728261175403)	(10, 35.10367857184942)	(11, 35.27507751519461)	(12, 35.160339395466856)	(13, 35.05808018196261)	(14, 35.17371387784716)	(15, 34.83368376397865)	(16, 35.269140114621244)	(17, 35.14051575470929)	(18, 35.13428327574054)	(19, 35.29117143237114)	(20, 34.93886466242623)	(21, 34.89603957657813)	(22, 34.730873352689386)	(23, 35.07738893857632)	(24, 35.00216030091744)	(25, 35.278977744547724)	(26, 34.977381892287006)	(27, 34.87291259691353)	(28, 34.998176862823655)	(29, 34.81265840623517)	(30, 34.89556292997696)	(31, 35.08503981393948)	(32, 35.0077444250745)	(33, 35.11195952495986)	(34, 35.18009064942979)	(35, 35.131050159238924)	(36, 35.04272384053069)	(37, 35.04712332232781)	(38, 34.93454093425139)	(39, 34.97392295784467)	(40, 34.996593491874044)	(41, 34.85180258750325)	(42, 35.0308076755013)	(43, 35.116813528490695)	(44, 35.156399966620306)	(45, 35.03385321160488)	(46, 35.03799224523395)	(47, 34.93366820442512)	(48, 34.910945484567065)	(49, 34.66748103814688)	(50, 33.98609812811597)	(51, 34.559862315987836)	(52, 34.59818234594299)	(53, 34.406271005096656)	(54, 34.16421365214946)	(55, 34.11314777463514)	(56, 34.26894652203096)	(57, 34.28231523270671)	(58, 34.22526457854412)	(59, 33.794285627710146)	(60, 33.48194093766631)	(61, 32.8646128857633)	(62, 31.863028793350612)	(63, 32.13319795479649)	(64, 32.54465098863287)	(65, 32.80513571081067)	(66, 33.16712403417138)	(67, 33.45602550323853)	(68, 33.471730792308335)	(69, 33.466394610959455)	(70, 33.48059757343111)	(71, 33.48250945056499)	(72, 33.42042106027655)	(73, 33.26109195359453)	(74, 32.00953341299889)
